workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-dec-1,10322.395777871216,13607.0,0.1%:10317.205246199497:222.471|1.6%,0.0%:10321.442905639218:293.471|2.2%,0.0%:10318.124596164156:686.413|5.0%,0.0%:10317.979128697778:686.413|5.0%,0.0%:10318.05479808786:946.884|7.0%
chipseq-dec-2,10118.478175428363,13099.0,-0.0%:10120.416928256058:0.0|0.0%,0.0%:10117.445575220261:572.28|4.4%,0.0%:10113.93274508827:528.42|4.0%,0.0%:10113.93274508827:528.42|4.0%,0.0%:10113.93274508827:778.56|5.9%
chipseq-dec-3,10260.956444582573,13266.0,-0.0%:10263.145155567581:216.372|1.6%,-0.0%:10263.3208423701:596.744|4.5%,0.0%:10259.844439131364:1008.488|7.6%,0.0%:10259.690420181494:709.116|5.3%,0.0%:10259.690420181494:709.116|5.3%
