workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-jul-1,1610.073725282392,13607.0,40.5%:958.243925865155:0.0|0.0%,43.3%:913.7073017712532:0.0|0.0%,43.3%:913.7073017712532:0.0|0.0%,43.7%:906.6800895760522:1412.471|10.4%,43.7%:906.6800895760522:1412.471|10.4%
chipseq-jul-2,1591.3888223379815,13099.0,40.4%:948.0062956939261:0.0|0.0%,43.4%:901.1962026273997:0.0|0.0%,43.4%:901.1962026273997:0.0|0.0%,43.7%:895.3731696902573:1373.14|10.5%,43.7%:895.3731696902573:1373.14|10.5%
chipseq-jul-3,1601.4935733985483,13266.0,40.5%:953.6715382679107:0.0|0.0%,43.3%:907.601003152077:0.0|0.0%,43.3%:907.601003152077:0.0|0.0%,43.7%:901.3312705911983:1410.372|10.6%,43.7%:901.3312705911983:1410.372|10.6%
