workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-apr-1,18531.15131439221,18299.0,0.0%:18531.15131439221:0.0|0.0%,0.0%:18531.15131439221:0.0|0.0%,0.6%:18418.11163811776:590.538|3.2%,47.4%:9754.291150900895:1089.845|6.0%,89.7%:1917.921857471502:476.538|2.6%
sarek-apr-2,18586.639910812555,17619.0,0.0%:18584.73410951663:523.824|3.0%,0.0%:18584.73410951663:523.824|3.0%,0.0%:18582.52653313999:523.824|3.0%,46.8%:9892.76147790096:1142.06|6.5%,89.7%:1923.3198729945818:551.824|3.1%
sarek-apr-3,18363.19980829302,18878.0,0.0%:18363.19980829302:0.0|0.0%,0.0%:18363.19980829302:0.0|0.0%,4.0%:17623.404729578695:472.834|2.5%,44.4%:10207.730815371968:1150.085|6.1%,89.6%:1903.974595133824:506.834|2.7%
