workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-apr-1,95.97204944151264,2003.0,31.0%:66.18560714835155:0.0|0.0%:1|1,67.3%:31.414873994783896:0.0|0.0%:0|0,67.3%:31.414873994783896:0.0|0.0%:0|0,68.3%:30.432334487159267:0.0|0.0%:0|0,72.9%:25.986922063118335:0.0|0.0%:0|0
montage-apr-2,90.32392323042545,1814.0,32.2%:61.25987114730193:0.0|0.0%:0|0,67.3%:29.547930243286498:0.0|0.0%:0|0,67.3%:29.547930243286498:0.0|0.0%:0|0,68.3%:28.589134629630195:0.0|0.0%:0|0,72.9%:24.440327441566012:0.0|0.0%:0|0
montage-apr-3,87.33482690636461,1884.0,32.2%:59.232593665214445:0.0|0.0%:0|0,67.3%:28.570098385291402:0.0|0.0%:0|0,67.3%:28.570098385291402:0.0|0.0%:0|0,68.3%:27.643032266344868:0.0|0.0%:0|0,72.9%:23.631521863800543:0.0|0.0%:0|0
