workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-feb-1,2809.0214897240744,18299.0,66.4%:943.9814797202419:0.0|0.0%,75.8%:679.9116381099262:0.0|0.0%,75.8%:679.9116381099262:0.0|0.0%,75.8%:679.9116381099262:0.0|0.0%,75.8%:679.9116381099262:0.0|0.0%
sarek-feb-2,2744.39933551825,17619.0,66.1%:931.6462700312609:0.0|0.0%,75.8%:664.6754020339815:0.0|0.0%,75.8%:664.6754020339815:0.0|0.0%,75.8%:664.6754020339815:0.0|0.0%,75.8%:664.6754020339815:0.0|0.0%
sarek-feb-3,2835.2359106657673,18878.0,66.4%:952.0235319770673:0.0|0.0%,75.7%:687.8753999777098:0.0|0.0%,75.7%:687.8753999777098:0.0|0.0%,75.7%:687.8753999777098:0.0|0.0%,75.7%:687.8753999777098:0.0|0.0%
