workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-oct-1,18386.073689754205,18299.0,0.0%:18386.07270591888:28.769|0.2%,0.0%:18386.07270591888:28.769|0.2%,0.0%:18386.07270591888:28.769|0.2%,33.7%:12182.05471324408:1359.845|7.4%,82.1%:3296.598129395425:288.769|1.6%
sarek-oct-2,18437.9592165616,17619.0,0.0%:18437.9592165616:0.0|0.0%,0.0%:18437.9592165616:0.0|0.0%,0.0%:18437.9592165616:0.0|0.0%,31.1%:12697.809475716362:1160.06|6.6%,82.0%:3318.0919949781573:282.412|1.6%
sarek-oct-3,18233.12525647466,18878.0,0.0%:18233.12525647466:0.0|0.0%,0.0%:18233.12525647466:0.0|0.0%,0.0%:18233.12525647466:0.0|0.0%,32.0%:12406.249614788438:1258.085|6.7%,81.7%:3340.228089196563:421.251|2.2%
