workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-dec-1,93.35728007763389,19616.143,37.1%:58.75915755165722:0.0|0.0%:0|0,47.6%:48.89413178198734:0.0|0.0%:0|0,47.6%:48.89413178198734:0.0|0.0%:0|0,49.6%:47.070839921198186:686.13|3.5%:21|1,49.6%:47.070839921198186:686.13|3.5%:21|1
nanoseq-dec-2,94.82154721713691,20705.598,39.2%:57.63335365406626:0.0|0.0%:0|0,48.2%:49.11034135647333:0.0|0.0%:0|0,48.2%:49.11034135647333:0.0|0.0%:0|0,49.5%:47.915574374717714:105.161|0.5%:21|1,49.5%:47.915574374717714:105.161|0.5%:21|1
nanoseq-dec-3,93.1905530451806,19775.509,37.4%:58.362088835476136:0.0|0.0%:0|0,47.7%:48.72445122135477:0.0|0.0%:0|0,47.7%:48.72445122135477:0.0|0.0%:0|0,49.5%:47.019099603113574:507.757|2.6%:21|1,49.5%:47.019099603113574:507.757|2.6%:21|1
