workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-may-1,1920.557566046653,45898.0,32.4%:1298.914438606087:0.0|0.0%,32.4%:1298.914438606087:0.0|0.0%,51.1%:938.4948357993824:418.762|0.9%,57.8%:810.4871667852321:3586.762|7.8%,64.0%:690.9708276909344:9271.286|20.2%
mag-may-2,1927.922704842087,44188.0,38.7%:1181.010491015907:0.0|0.0%,38.7%:1181.010491015907:0.0|0.0%,51.0%:944.0023750337106:1183.497|2.7%,58.1%:807.3955831744411:4640.994|10.5%,64.1%:691.696089097858:4089.994|9.3%
mag-may-3,1938.036982450979,46342.0,31.1%:1335.1149039051015:0.0|0.0%,31.1%:1335.1149039051015:0.0|0.0%,50.8%:952.8167542875453:0.0|0.0%,57.7%:820.1305923081768:2233.877|4.8%,63.7%:703.1737953216327:4180.631|9.0%
