Region,Month,Workflow,Original Footprint (gCO2e),Makespan (s),Reduction 6h (%),Overhead,Reduction 12h (%),Overhead,Reduction 24h (%),Overhead,Reduction 48h (%),Overhead,Reduction 96h (%),Overhead
ca,sep,sarek,2664.21,18265,37.70,0.00,43.93,0.00,43.93,0.00,61.97,0.00,81.40,0.00
ca,oct,chipseq,1964.96,13324,40.27,0.00,63.97,0.00,63.97,0.00,63.97,0.00,74.17,0.00
ca,oct,mag,3875.62,45476,23.13,0.00,23.13,0.00,43.63,1183.50,45.77,7269.49,60.63,0.00
ca,oct,montage,117.64,1900,6.07,0.00,57.03,0.00,57.30,0.00,61.30,0.00,76.00,0.00
ca,oct,nanoseq,104.82,20032,54.23,0.00,63.80,0.00,63.80,0.00,63.80,0.00,73.77,0.00
ca,oct,rangeland,2904.56,24799,51.80,0.00,62.07,0.00,62.07,0.00,62.47,327.33,73.00,0.00
ca,oct,rnaseq,1379.67,11011,35.33,0.00,63.90,1412.06,63.90,1412.06,63.90,1412.06,73.97,0.00
ca,oct,sarek,2598.25,18265,47.13,0.00,63.80,0.00,63.80,0.00,63.80,0.00,73.60,0.00
ca,nov,chipseq,1929.24,13324,49.83,0.00,60.70,0.00,60.70,0.00,67.30,0.00,68.50,0.00
ca,nov,mag,3760.32,45476,18.13,0.00,18.43,1235.99,47.03,3586.76,49.97,1481.76,57.17,0.00
ca,nov,montage,92.02,1900,26.27,0.00,60.87,0.00,60.87,0.00,60.87,0.00,65.70,0.00
ca,nov,nanoseq,103.40,20032,57.50,0.00,60.70,0.00,60.70,0.00,66.97,0.00,68.53,0.00
ca,nov,rangeland,2790.82,24799,54.20,0.00,57.57,0.00,57.57,0.00,64.80,0.33,67.30,0.00
ca,nov,rnaseq,1355.32,11011,48.07,0.00,60.67,0.00,60.67,0.00,67.50,0.00,68.50,0.00
ca,nov,sarek,2557.47,18265,53.50,0.00,60.50,0.00,60.50,0.00,66.63,0.00,68.47,0.00
ca,dec,chipseq,1770.98,13324,27.33,0.00,50.33,0.00,50.33,0.00,50.33,0.00,50.33,0.00
ca,dec,mag,3842.55,45476,8.30,2959.76,8.30,2959.76,28.87,2628.50,30.47,3586.76,32.47,2959.76
ca,dec,montage,127.25,1900,11.07,0.00,57.40,0.00,57.40,0.00,57.40,0.00,57.40,0.00
ca,dec,nanoseq,93.79,20032,37.90,0.00,47.83,0.00,47.83,0.00,49.53,686.13,49.53,0.00
ca,dec,rangeland,2614.09,24799,37.63,0.00,45.33,0.00,45.33,0.00,48.20,323.05,48.20,0.00
ca,dec,rnaseq,1248.67,11011,23.90,0.00,50.47,0.00,50.47,0.00,50.47,0.00,50.47,0.00
ca,dec,sarek,2331.01,18265,32.57,0.00,47.33,0.00,47.33,0.00,49.63,3528.77,49.63,0.00
tx,jan,chipseq,1462.37,13324,0.00,0.00,0.00,0.00,0.00,1412.47,5.33,792.14,7.27,0.00
tx,jan,mag,4701.99,45476,0.00,0.00,2.23,5360.52,11.00,5360.52,16.73,4459.99,18.20,0.00
tx,jan,montage,78.28,1900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tx,jan,nanoseq,85.98,20032,2.30,3124.04,2.30,3124.04,2.63,686.13,12.57,973.06,14.30,3124.04
tx,jan,rangeland,2454.28,24799,3.03,591.10,3.03,591.10,4.70,598.67,13.90,421.33,16.00,591.10
tx,jan,rnaseq,985.52,11011,0.00,0.00,0.00,0.00,0.00,2693.34,1.70,1624.34,3.13,0.00
tx,jan,sarek,2044.23,18265,1.50,6098.54,1.50,6098.54,1.80,3528.77,9.70,1277.41,11.23,6098.54
tx,feb,chipseq,1982.09,13324,14.07,0.00,15.80,0.00,15.80,0.00,29.90,0.00,41.10,0.00
tx,feb,mag,5091.92,45476,2.53,2959.76,2.53,2959.76,16.53,3882.52,30.20,6902.99,31.17,2959.76
tx,feb,montage,111.75,1900,9.90,0.00,13.77,0.00,13.77,0.00,28.40,0.00,39.53,0.00
tx,feb,nanoseq,109.82,20032,18.63,0.00,19.00,973.06,19.00,973.06,32.23,0.00,43.17,0.00
tx,feb,rangeland,2984.06,24799,16.00,0.00,16.00,0.00,16.60,493.63,30.43,535.10,40.60,0.00
tx,feb,rnaseq,1362.23,11011,11.63,0.00,13.80,0.00,13.80,0.00,28.63,0.00,39.93,0.00
tx,feb,sarek,2701.55,18265,17.57,0.00,18.13,1277.41,18.13,1277.41,31.70,0.00,42.70,0.00
tx,mar,chipseq,1695.24,13324,26.93,0.00,30.60,0.00,32.50,0.00,34.33,1412.47,34.33,0.00
tx,mar,mag,3975.04,45476,10.43,368.76,18.73,3586.76,20.63,3560.99,21.40,2949.49,21.40,368.76
tx,mar,montage,68.55,1900,5.33,0.00,5.60,0.00,5.60,0.00,5.60,0.00,5.60,0.00
tx,mar,nanoseq,93.30,20032,31.53,0.00,32.63,0.00,34.63,3589.34,36.43,686.13,36.43,0.00
tx,mar,rangeland,2477.38,24799,27.53,0.00,28.03,327.33,31.13,829.44,32.60,576.67,32.60,0.00
tx,mar,rnaseq,1148.97,11011,23.50,0.00,28.13,0.00,30.13,0.00,32.03,2693.34,32.03,0.00
tx,mar,sarek,2282.11,18265,29.60,0.00,31.57,0.00,33.63,3831.54,35.50,3528.77,35.50,0.00
tx,apr,chipseq,2137.10,13324,7.07,792.14,7.67,1412.47,10.83,0.00,14.13,1412.47,41.33,792.14
tx,apr,mag,6349.96,45476,7.47,4459.99,13.33,6090.49,17.20,7793.29,30.97,6534.52,48.93,4459.99
tx,apr,montage,116.72,1900,2.87,0.00,7.90,0.00,7.90,0.00,38.23,0.00,44.63,0.00
tx,apr,nanoseq,124.51,20032,10.87,1042.14,14.70,1591.29,17.70,1947.30,21.67,3124.04,46.17,1042.14
tx,apr,rangeland,3436.85,24799,11.20,548.67,12.40,576.67,16.70,970.33,21.50,591.15,46.00,548.67
tx,apr,rnaseq,1443.31,11011,3.23,1624.34,3.83,2693.34,6.80,0.00,10.47,2693.34,38.67,1624.34
tx,apr,sarek,2989.05,18265,9.27,2778.42,12.43,4790.54,14.97,4049.83,18.97,6098.54,44.43,2778.42
tx,may,chipseq,3329.56,13324,36.10,0.00,39.70,1412.47,39.70,1412.47,48.90,0.00,58.80,0.00
tx,may,mag,7194.83,45476,14.53,0.00,14.53,0.00,23.57,6311.52,39.40,3574.76,39.40,0.00
tx,may,montage,193.97,1900,37.20,0.00,42.77,0.00,48.97,0.00,60.07,0.00,60.07,0.00
tx,may,nanoseq,171.39,20032,35.77,0.00,37.27,1042.14,37.27,1042.14,48.33,686.13,56.50,0.00
tx,may,rangeland,4619.28,24799,31.90,0.00,33.97,421.33,34.23,748.67,48.00,323.05,52.90,0.00
tx,may,rnaseq,2361.83,11011,35.93,0.00,40.73,2693.34,40.73,2693.34,49.40,0.00,59.47,0.00
tx,may,sarek,4324.06,18265,35.57,0.00,38.50,2778.42,38.50,2778.42,48.50,3528.77,56.83,0.00
tx,jun,chipseq,2707.45,13324,5.63,0.00,5.63,0.00,5.63,0.00,6.03,2165.28,25.33,0.00
tx,jun,mag,7364.36,45476,1.93,3276.50,1.93,3276.50,3.10,6085.99,5.30,6785.29,20.67,3276.50
tx,jun,montage,179.01,1900,16.27,0.00,16.27,0.00,16.53,0.00,28.07,0.00,38.53,0.00
tx,jun,nanoseq,148.30,20032,8.00,0.00,8.00,0.00,8.00,0.00,8.73,1728.27,27.03,0.00
tx,jun,rangeland,4068.76,24799,5.17,0.00,5.20,327.33,5.63,327.33,7.10,820.00,25.70,0.00
tx,jun,rnaseq,1875.85,11011,4.13,0.00,4.13,0.00,4.13,0.00,4.57,4317.67,25.17,0.00
tx,jun,sarek,3648.35,18265,7.37,0.00,7.37,0.00,7.37,0.00,8.03,5736.54,25.33,0.00
tx,jul,chipseq,2494.91,13324,5.80,0.00,9.77,792.14,9.77,792.14,10.83,792.14,12.20,0.00
tx,jul,mag,6677.42,45476,3.47,1842.88,3.47,1842.88,5.40,5779.29,5.40,5779.29,8.53,1842.88
tx,jul,montage,189.33,1900,30.10,0.00,30.17,0.00,30.17,0.00,30.17,0.00,34.43,0.00
tx,jul,nanoseq,135.46,20032,7.97,686.13,10.30,1591.29,10.30,1591.29,12.23,1591.29,13.43,686.13
tx,jul,rangeland,3709.19,24799,5.90,335.81,8.00,548.63,8.90,1020.33,9.70,548.63,11.60,335.81
tx,jul,rnaseq,1724.24,11011,4.10,0.00,7.00,1624.34,7.60,1624.34,9.83,1624.34,10.53,0.00
tx,jul,sarek,3328.81,18265,7.20,3528.77,9.47,4790.54,9.47,4790.54,11.13,4790.54,12.63,3528.77
tx,aug,chipseq,2235.65,13324,9.67,792.14,9.67,792.14,9.67,792.14,14.43,792.14,23.33,792.14
tx,aug,mag,6313.94,45476,3.33,4459.99,3.33,4459.99,8.03,8364.49,16.47,8028.29,19.63,4459.99
tx,aug,montage,142.28,1900,21.60,0.00,22.37,0.00,22.37,0.00,30.30,0.00,30.30,0.00
tx,aug,nanoseq,124.98,20032,11.57,973.06,11.67,3589.34,11.67,3589.34,18.03,3581.81,25.80,973.06
tx,aug,rangeland,3371.42,24799,6.40,221.33,6.70,748.67,8.60,904.00,15.60,548.63,21.67,221.33
tx,aug,rnaseq,1523.37,11011,6.33,1624.34,6.33,1624.34,6.33,1624.34,11.30,1624.34,21.63,1624.34
tx,aug,sarek,3052.39,18265,10.70,1277.41,10.70,3831.54,10.70,3831.54,16.03,5153.83,24.50,1277.41
tx,sep,chipseq,2705.19,13324,34.70,0.00,34.70,0.00,34.70,0.00,35.30,1412.47,35.30,0.00
tx,sep,mag,6128.43,45476,7.67,1842.88,10.00,300.76,16.93,2628.50,16.93,2628.50,23.00,1842.88
tx,sep,montage,137.93,1900,21.30,0.00,25.00,0.00,25.00,0.00,25.00,0.00,36.63,0.00
tx,sep,nanoseq,146.56,20032,35.47,0.00,35.47,0.00,35.47,0.00,36.27,686.13,36.27,0.00
tx,sep,rangeland,3847.43,24799,30.00,0.00,30.00,0.00,30.00,327.33,31.20,335.81,32.50,0.00
tx,sep,rnaseq,1859.03,11011,33.43,0.00,33.57,0.00,33.57,0.00,34.00,2693.34,34.00,0.00
tx,sep,sarek,3636.40,18265,35.67,0.00,35.67,0.00,35.67,0.00,36.23,3528.77,36.23,0.00
tx,oct,chipseq,2491.91,13324,20.43,0.00,20.43,0.00,25.77,792.14,31.20,0.00,56.30,0.00
tx,oct,mag,6434.64,45476,0.70,2959.76,7.27,3143.52,19.53,4089.99,28.50,4935.49,52.27,2959.76
tx,oct,montage,112.91,1900,11.03,0.00,14.17,0.00,14.17,0.00,20.00,0.00,44.17,0.00
tx,oct,nanoseq,131.73,20032,17.83,0.00,17.83,0.00,22.90,1042.14,30.33,973.06,55.63,0.00
tx,oct,rangeland,3556.39,24799,10.20,220.81,10.20,220.81,20.17,748.67,27.07,749.00,53.20,220.81
tx,oct,rnaseq,1754.55,11011,22.97,0.00,22.97,0.00,26.77,1624.34,31.20,0.00,56.33,0.00
tx,oct,sarek,3299.04,18265,17.77,0.00,17.77,0.00,24.73,2778.42,31.03,1271.42,55.93,0.00
tx,nov,chipseq,3704.92,13324,39.43,0.00,39.43,0.00,47.00,0.00,60.00,0.00,60.00,0.00
tx,nov,mag,7805.48,45476,6.90,951.50,20.77,3586.76,41.03,0.00,46.17,2628.50,52.73,951.50
tx,nov,montage,119.83,1900,26.97,0.00,28.17,0.00,28.17,0.00,28.17,0.00,41.50,0.00
tx,nov,nanoseq,189.52,20032,36.53,0.00,36.57,686.13,47.17,0.00,58.07,0.00,58.47,0.00
tx,nov,rangeland,4970.30,24799,31.77,0.00,31.77,0.00,45.30,0.00,55.07,327.33,56.53,0.00
tx,nov,rnaseq,2601.26,11011,39.07,0.00,39.23,0.00,46.60,0.00,60.00,0.00,60.00,0.00
tx,nov,sarek,4820.97,18265,38.23,0.00,38.23,3528.77,47.20,0.00,59.27,0.00,59.37,0.00
tx,dec,chipseq,2190.56,13324,24.90,0.00,34.63,0.00,34.63,0.00,40.27,0.00,48.60,0.00
tx,dec,mag,5100.73,45476,2.97,3859.99,8.77,1183.50,22.87,6902.99,22.87,3943.52,32.47,3859.99
tx,dec,montage,106.34,1900,8.30,0.00,31.47,0.00,31.47,0.00,31.47,0.00,38.63,0.00
tx,dec,nanoseq,119.80,20032,31.90,0.00,34.93,0.00,35.20,2616.28,41.20,0.00,49.20,0.00
tx,dec,rangeland,3247.92,24799,29.37,0.00,29.40,0.00,31.00,608.63,38.07,421.33,46.07,0.00
tx,dec,rnaseq,1510.26,11011,20.47,0.00,33.90,0.00,33.90,0.00,39.97,0.00,47.70,0.00
tx,dec,sarek,2948.71,18265,29.07,0.00,33.70,0.00,35.20,2569.77,40.50,0.00,48.57,0.00
zaf,jan,chipseq,4814.05,13324,1.90,0.00,1.90,0.00,2.27,792.14,4.30,0.00,6.37,0.00
zaf,jan,mag,13147.53,45476,0.00,0.00,0.67,300.76,1.93,4628.99,3.47,3574.76,4.90,0.00
zaf,jan,montage,284.34,1900,2.90,0.00,3.00,0.00,3.00,0.00,3.90,0.00,7.10,0.00
zaf,jan,nanoseq,254.13,20032,1.23,0.00,1.23,0.00,1.57,3581.81,4.07,0.00,5.57,0.00
zaf,jan,rangeland,7101.54,24799,0.80,0.00,0.80,0.00,1.40,548.63,3.70,0.33,5.10,0.00
zaf,jan,rnaseq,3403.03,11011,2.20,0.00,2.20,0.00,2.63,1624.34,4.40,0.00,6.70,0.00
zaf,jan,sarek,6324.76,18265,1.47,0.00,1.47,0.00,1.83,5153.83,4.13,0.00,5.83,0.00
zaf,feb,chipseq,4790.67,13324,0.00,0.00,0.00,0.00,1.30,0.00,2.57,0.00,7.90,0.00
zaf,feb,mag,13578.00,45476,0.03,583.50,2.60,951.50,4.43,2959.76,4.43,2959.76,9.43,583.50
zaf,feb,montage,281.02,1900,0.20,0.00,0.20,0.00,0.87,0.00,3.37,0.00,8.20,0.00
zaf,feb,nanoseq,255.17,20032,0.00,0.00,0.00,0.00,2.17,0.00,2.53,0.00,8.07,0.00
zaf,feb,rangeland,7171.61,24799,0.00,0.00,0.00,0.00,2.60,0.00,2.60,0.00,8.30,0.00
zaf,feb,rnaseq,3378.99,11011,0.07,0.00,0.07,0.00,1.20,0.00,2.70,0.00,8.03,0.00
zaf,feb,sarek,6323.20,18265,0.00,0.00,0.00,0.00,1.77,0.00,2.33,0.00,7.97,0.00
zaf,mar,chipseq,4961.09,13324,0.00,0.00,0.00,0.00,0.20,792.14,0.30,792.14,6.60,0.00
zaf,mar,mag,14002.34,45476,0.00,583.50,1.53,1183.50,2.57,3574.76,2.97,4459.99,6.53,583.50
zaf,mar,montage,291.07,1900,0.20,0.00,0.20,0.00,0.20,0.00,0.33,0.00,6.90,0.00
zaf,mar,nanoseq,264.35,20032,0.00,0.00,0.00,0.00,0.43,1042.14,0.53,1042.14,6.60,0.00
zaf,mar,rangeland,7432.82,24799,0.00,0.00,0.00,0.00,0.80,221.33,0.93,470.63,6.43,0.00
zaf,mar,rnaseq,3493.63,11011,0.00,0.00,0.00,0.00,0.10,1624.34,0.20,1624.34,6.60,0.00
zaf,mar,sarek,6550.24,18265,0.00,0.00,0.00,0.00,0.30,2778.42,0.40,2778.42,6.50,0.00
zaf,apr,chipseq,5000.67,13324,0.80,1412.47,0.80,1412.47,3.60,0.00,6.10,0.00,7.37,1412.47
zaf,apr,mag,13675.70,45476,-0.03,583.50,1.27,8935.29,2.03,2199.63,4.63,3574.76,6.07,583.50
zaf,apr,montage,283.16,1900,0.00,0.00,0.00,0.00,2.77,0.00,4.97,0.00,4.97,0.00
zaf,apr,nanoseq,264.57,20032,0.30,3124.04,0.30,3124.04,3.10,0.00,5.80,0.00,6.70,3124.04
zaf,apr,rangeland,7410.96,24799,0.20,734.15,0.20,734.15,2.73,327.33,5.60,0.00,6.60,734.15
zaf,apr,rnaseq,3525.66,11011,0.90,2693.34,0.93,2693.34,3.80,0.00,6.20,0.00,7.53,2693.34
zaf,apr,sarek,6575.65,18265,0.40,6098.54,0.43,6098.54,3.23,0.00,5.93,0.00,6.77,6098.54
zaf,may,chipseq,4992.16,13324,0.00,0.00,0.00,0.00,3.00,0.00,3.90,0.00,4.50,0.00
zaf,may,mag,14019.95,45476,0.20,669.52,1.37,4005.52,3.87,3574.76,4.13,2412.99,5.50,669.52
zaf,may,montage,289.33,1900,3.37,0.00,3.37,0.00,3.37,0.00,3.37,0.00,3.50,0.00
zaf,may,nanoseq,265.47,20032,0.00,0.00,0.00,0.00,3.73,0.00,3.73,2616.28,4.33,0.00
zaf,may,rangeland,7464.59,24799,0.00,0.00,0.00,0.00,3.40,0.33,3.60,272.81,4.50,0.00
zaf,may,rnaseq,3522.42,11011,0.13,0.00,0.13,0.00,2.80,0.00,4.07,0.00,4.63,0.00
zaf,may,sarek,6585.51,18265,0.00,0.00,0.00,0.00,3.47,0.00,3.73,2569.77,4.27,0.00
zaf,jun,chipseq,4961.07,13324,0.00,0.00,0.30,1412.47,5.40,0.00,5.90,0.00,5.90,0.00
zaf,jun,mag,13806.55,45476,1.17,4640.99,1.93,3875.52,5.17,3586.76,5.17,3837.52,5.17,4640.99
zaf,jun,montage,279.14,1900,2.33,0.00,2.33,0.00,2.33,0.00,2.33,0.00,2.33,0.00
zaf,jun,nanoseq,263.87,20032,0.10,2616.28,0.43,1042.14,5.70,0.00,5.70,0.00,5.70,2616.28
zaf,jun,rangeland,7439.05,24799,0.40,327.33,1.10,221.33,5.63,0.00,5.80,327.33,5.80,327.33
zaf,jun,rnaseq,3497.36,11011,0.10,0.00,0.30,2693.34,5.30,0.00,6.10,0.00,6.10,0.00
zaf,jun,sarek,6543.52,18265,0.00,2569.77,0.37,2778.42,5.60,0.00,5.60,0.00,5.60,2569.77
zaf,jul,chipseq,4921.72,13324,0.50,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.50,0.00
zaf,jul,mag,13945.13,45476,0.30,1534.99,1.10,951.50,2.87,3457.50,2.93,3729.99,2.93,1534.99
zaf,jul,montage,294.36,1900,1.80,0.00,1.80,0.00,1.80,0.00,1.80,0.00,1.80,0.00
zaf,jul,nanoseq,260.57,20032,0.00,0.00,0.00,0.00,0.07,686.13,0.07,686.13,0.07,0.00
zaf,jul,rangeland,7339.17,24799,0.00,0.00,0.00,0.00,0.43,323.05,0.43,323.05,0.43,0.00
zaf,jul,rnaseq,3474.55,11011,0.77,0.00,0.77,0.00,0.77,0.00,0.77,0.00,0.77,0.00
zaf,jul,sarek,6475.27,18265,0.07,0.00,0.07,0.00,0.23,3528.77,0.23,3528.77,0.23,0.00
zaf,aug,chipseq,5187.17,13324,0.20,0.00,0.20,0.00,10.37,0.00,11.50,0.00,11.50,0.00
zaf,aug,mag,14389.62,45476,0.43,3887.52,2.63,6085.99,9.17,368.76,10.30,3586.76,10.30,3887.52
zaf,aug,montage,279.79,1900,4.47,0.00,4.47,0.00,4.47,0.00,4.47,0.00,4.47,0.00
zaf,aug,nanoseq,275.28,20032,0.00,0.00,0.00,0.00,11.03,0.00,11.07,2616.28,11.07,0.00
zaf,aug,rangeland,7720.93,24799,-0.07,327.33,-0.07,327.33,10.50,0.00,10.60,272.81,10.60,327.33
zaf,aug,rnaseq,3657.57,11011,0.30,0.00,0.30,0.00,10.00,0.00,11.67,0.00,11.67,0.00
zaf,aug,sarek,6833.69,18265,0.00,0.00,0.00,0.00,10.73,0.00,11.23,2569.77,11.23,0.00
zaf,sep,chipseq,4831.02,13324,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,4.80,0.00
zaf,sep,mag,13531.03,45476,0.30,669.52,0.47,669.52,0.57,1172.49,4.10,3574.76,4.10,669.52
zaf,sep,montage,294.96,1900,0.67,0.00,0.67,0.00,5.27,0.00,9.20,0.00,9.20,0.00
zaf,sep,nanoseq,257.10,20032,0.00,0.00,0.00,0.00,0.00,0.00,4.37,0.00,4.37,0.00
zaf,sep,rangeland,7229.89,24799,0.10,327.33,0.10,327.33,0.10,327.33,4.30,0.00,4.30,327.33
zaf,sep,rnaseq,3402.48,11011,0.07,0.00,0.07,0.00,0.07,0.00,2.83,0.00,4.80,0.00
zaf,sep,sarek,6375.23,18265,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,4.17,0.00
zaf,oct,chipseq,4646.87,13324,0.00,0.00,0.00,0.00,1.50,0.00,1.50,0.00,1.90,0.00
zaf,oct,mag,13142.56,45476,0.00,583.50,0.87,300.76,2.80,3457.50,2.80,3457.50,3.77,583.50
zaf,oct,montage,273.26,1900,3.13,0.00,3.13,0.00,3.13,0.00,3.13,0.00,3.13,0.00
zaf,oct,nanoseq,248.02,20032,0.00,0.00,0.00,0.00,1.43,973.06,1.43,973.06,2.23,0.00
zaf,oct,rangeland,6976.93,24799,0.00,0.00,0.00,0.00,1.70,642.67,1.70,642.67,2.40,0.00
zaf,oct,rnaseq,3271.94,11011,0.00,1412.06,0.00,1412.06,1.50,0.00,1.50,0.00,2.07,1412.06
zaf,oct,sarek,6138.24,18265,0.00,0.00,0.00,0.00,1.20,1277.41,1.20,1277.41,1.93,0.00
zaf,nov,chipseq,4893.75,13324,0.00,0.00,0.00,0.00,0.80,792.14,3.60,0.00,3.60,0.00
zaf,nov,mag,13775.06,45476,0.00,0.00,0.73,4005.52,3.20,3574.76,5.00,3574.76,5.00,0.00
zaf,nov,montage,291.06,1900,3.90,0.00,3.90,0.00,5.60,0.00,5.60,0.00,5.60,0.00
zaf,nov,nanoseq,261.34,20032,0.00,0.00,0.00,0.00,1.93,973.06,4.03,0.00,4.03,0.00
zaf,nov,rangeland,7344.63,24799,0.00,0.00,0.00,0.00,2.40,421.33,4.03,220.81,4.03,0.00
zaf,nov,rnaseq,3443.30,11011,0.00,0.00,0.00,0.00,0.40,1624.34,3.70,0.00,3.70,0.00
zaf,nov,sarek,6465.98,18265,0.00,0.00,0.00,0.00,1.40,1277.41,3.67,0.00,3.67,0.00
zaf,dec,chipseq,4967.05,13324,0.53,792.14,0.53,792.14,1.10,792.14,4.30,792.14,10.10,792.14
zaf,dec,mag,13863.73,45476,0.00,0.00,1.37,1183.50,3.57,4441.52,5.60,3445.50,10.10,0.00
zaf,dec,montage,293.15,1900,5.20,0.00,5.20,0.00,5.20,0.00,6.10,0.00,11.00,0.00
zaf,dec,nanoseq,262.97,20032,0.13,0.00,0.13,0.00,1.53,973.06,4.50,973.06,9.77,0.00
zaf,dec,rangeland,7374.20,24799,0.00,0.00,0.00,0.00,2.03,220.81,4.53,421.33,9.60,0.00
zaf,dec,rnaseq,3506.52,11011,0.83,1624.34,0.83,1624.34,1.00,1624.34,4.40,1624.34,10.40,1624.34
zaf,dec,sarek,6539.14,18265,0.30,0.00,0.30,0.00,1.37,1277.41,4.50,1277.41,10.00,0.00
tyo,jan,chipseq,3844.20,13324,0.30,0.00,6.13,0.00,30.73,0.00,31.23,1412.47,32.93,0.00
tyo,jan,mag,10518.36,45476,9.93,3586.76,13.90,5036.75,14.30,1255.99,24.13,3586.76,28.77,3586.76
tyo,jan,montage,225.59,1900,0.50,0.00,0.50,0.00,34.00,0.00,34.00,0.00,34.00,0.00
tyo,jan,nanoseq,204.09,20032,0.20,0.00,14.27,0.00,28.83,0.00,30.60,686.13,32.17,0.00
tyo,jan,rangeland,5711.50,24799,0.20,0.33,17.03,0.33,25.10,0.00,29.13,249.81,31.50,0.33
tyo,jan,rnaseq,2709.07,11011,0.30,0.00,2.93,0.00,31.57,0.00,32.20,2693.34,33.17,0.00
tyo,jan,sarek,5065.36,18265,0.30,0.00,10.63,0.00,28.37,0.00,30.60,3528.77,32.50,0.00
tyo,feb,chipseq,3836.56,13324,0.40,0.00,10.67,0.00,41.70,0.00,44.93,792.14,46.40,0.00
tyo,feb,mag,10488.73,45476,14.07,3586.76,21.23,1842.88,21.30,1255.99,37.77,3586.76,42.77,3586.76
tyo,feb,montage,225.04,1900,0.30,0.00,0.47,0.00,45.27,0.00,47.87,0.00,47.87,0.00
tyo,feb,nanoseq,203.74,20032,0.40,0.00,21.47,0.00,40.10,0.00,44.43,1042.14,45.77,0.00
tyo,feb,rangeland,5701.94,24799,0.30,0.33,24.40,0.33,36.50,0.00,43.40,221.33,44.77,0.33
tyo,feb,rnaseq,2704.25,11011,0.40,0.00,6.23,0.00,42.30,0.00,44.90,1624.34,46.27,0.00
tyo,feb,sarek,5056.44,18265,0.40,0.00,16.50,0.00,39.47,0.00,44.43,2778.42,45.47,0.00
tyo,mar,chipseq,3875.26,13324,0.10,1412.47,2.43,0.00,7.67,0.00,42.47,0.00,50.47,1412.47
tyo,mar,mag,10638.86,45476,2.97,5360.52,3.67,3276.50,4.03,1255.99,25.97,3276.50,46.07,5360.52
tyo,mar,montage,228.84,1900,1.27,0.00,3.17,0.00,45.57,0.00,48.17,0.00,63.40,0.00
tyo,mar,nanoseq,205.82,20032,0.00,686.13,4.53,0.00,6.83,0.00,41.23,0.00,49.23,686.13
tyo,mar,rangeland,5765.49,24799,0.10,598.67,4.93,0.33,6.10,0.00,38.40,0.00,48.50,598.67
tyo,mar,rnaseq,2730.99,11011,0.10,2693.34,1.80,0.00,8.00,0.00,43.03,0.00,50.97,2693.34
tyo,mar,sarek,5108.12,18265,0.03,3528.77,3.60,0.00,6.70,0.00,40.87,0.00,49.07,3528.77
tyo,apr,chipseq,3881.72,13324,0.20,0.00,1.83,0.00,7.97,0.00,53.97,0.00,53.97,0.00
tyo,apr,mag,10629.26,45476,1.77,26.88,4.47,0.00,4.47,583.50,33.80,1842.88,44.77,26.88
tyo,apr,montage,224.74,1900,0.00,0.00,0.00,0.00,56.77,0.00,56.77,0.00,63.37,0.00
tyo,apr,nanoseq,206.38,20032,0.30,0.00,2.97,0.00,7.40,0.00,52.47,0.00,52.53,0.00
tyo,apr,rangeland,5774.25,24799,0.30,0.33,3.13,0.00,6.60,0.00,48.80,0.00,50.17,0.33
tyo,apr,rnaseq,2735.47,11011,0.30,0.00,1.50,0.00,8.70,0.00,54.47,0.00,54.47,0.00
tyo,apr,sarek,5118.50,18265,0.20,0.00,2.47,0.00,7.20,0.00,51.90,0.00,52.13,0.00
tyo,may,chipseq,3839.52,13324,0.40,792.14,8.83,0.00,35.87,0.00,36.90,792.14,36.90,792.14
tyo,may,mag,10523.01,45476,11.33,5056.52,20.20,0.00,20.20,583.50,32.03,3457.50,34.77,5056.52
tyo,may,montage,222.17,1900,0.00,0.00,0.50,0.00,35.23,0.00,35.23,0.00,36.03,0.00
tyo,may,nanoseq,204.88,20032,0.73,3589.34,17.10,0.00,34.63,0.00,36.47,1042.14,36.77,3589.34
tyo,may,rangeland,5731.45,24799,1.00,576.67,19.77,0.00,31.43,0.00,35.60,249.81,36.43,576.67
tyo,may,rnaseq,2699.21,11011,0.23,1624.34,5.60,0.00,36.30,0.00,37.10,1624.34,37.10,1624.34
tyo,may,sarek,5072.01,18265,0.50,3831.54,13.23,0.00,34.27,0.00,36.37,2778.42,36.83,3831.54
tyo,jun,chipseq,3854.87,13324,0.20,792.14,8.53,0.00,33.87,0.00,35.50,792.14,35.60,792.14
tyo,jun,mag,10583.19,45476,10.83,4441.52,19.03,0.00,19.03,0.00,31.00,3586.76,34.23,4441.52
tyo,jun,montage,222.70,1900,0.00,0.00,0.00,0.00,34.73,0.00,34.73,0.00,34.73,0.00
tyo,jun,nanoseq,205.65,20032,0.40,1591.29,16.53,0.00,32.60,0.00,35.07,1042.14,35.80,1591.29
tyo,jun,rangeland,5750.23,24799,0.60,692.67,18.90,0.00,29.50,0.00,34.30,221.33,35.43,692.67
tyo,jun,rnaseq,2711.06,11011,0.20,1624.34,5.43,0.00,34.40,0.00,35.33,1624.34,35.43,1624.34
