Region,Month,Workflow,Original Footprint (gCO2e),Makespan (s),Reduction 6h (%),Overhead,Reduction 12h (%),Overhead,Reduction 24h (%),Overhead,Reduction 48h (%),Overhead,Reduction 96h (%),Overhead
tyo,jun,sarek,5091.09,18265,0.27,4790.54,12.73,0.00,32.40,0.00,34.87,2778.42,35.60,4790.54
tyo,jul,chipseq,3832.14,13324,0.30,0.00,5.97,0.00,28.97,0.00,30.70,792.14,30.90,0.00
tyo,jul,mag,10492.71,45476,8.70,26.88,15.40,0.00,15.40,583.50,26.23,3457.50,29.67,26.88
tyo,jul,montage,222.65,1900,0.00,0.00,0.00,0.00,30.27,0.00,30.27,0.00,33.47,0.00
tyo,jul,nanoseq,204.05,20032,0.50,0.00,12.80,0.00,27.77,0.00,30.20,1042.14,31.10,0.00
tyo,jul,rangeland,5707.08,24799,0.50,0.33,15.13,0.00,24.93,0.00,29.47,221.33,30.90,0.33
tyo,jul,rnaseq,2697.93,11011,0.20,0.00,3.33,0.00,29.50,0.00,30.67,1624.34,30.90,0.00
tyo,jul,sarek,5057.00,18265,0.40,0.00,9.63,0.00,27.57,0.00,30.03,2778.42,31.00,0.00
tyo,aug,chipseq,3815.03,13324,0.50,0.00,10.07,0.00,29.47,0.00,29.47,0.00,31.40,0.00
tyo,aug,mag,10477.12,45476,10.63,26.88,18.57,26.88,18.57,26.88,25.80,3586.76,28.93,26.88
tyo,aug,montage,220.04,1900,0.00,0.00,0.00,0.00,25.53,0.00,31.03,0.00,33.43,0.00
tyo,aug,nanoseq,203.95,20032,0.73,0.00,17.47,0.00,28.97,0.00,29.33,2616.28,31.33,0.00
tyo,aug,rangeland,5696.71,24799,0.80,0.33,18.80,0.33,26.87,0.00,28.20,335.81,30.73,0.33
tyo,aug,rnaseq,2685.89,11011,0.40,0.00,7.23,0.00,30.00,0.00,30.00,0.00,31.30,0.00
tyo,aug,sarek,5042.68,18265,0.60,0.00,13.97,0.00,28.90,0.00,29.00,3010.41,30.97,0.00
tyo,sep,chipseq,3880.01,13324,0.80,0.00,8.97,0.00,25.47,0.00,27.10,0.00,27.10,0.00
tyo,sep,mag,10573.29,45476,8.97,26.88,15.27,26.88,15.27,583.50,23.97,3586.76,25.43,26.88
tyo,sep,montage,225.99,1900,0.00,0.00,0.50,0.00,27.43,0.00,27.43,0.00,27.43,0.00
tyo,sep,nanoseq,206.01,20032,0.90,0.00,14.83,0.00,24.33,0.00,26.67,1042.14,27.00,0.00
tyo,sep,rangeland,5760.76,24799,0.80,0.33,15.80,0.00,23.20,0.00,26.17,421.33,26.63,0.33
tyo,sep,rnaseq,2736.72,11011,0.80,0.00,6.43,0.00,26.00,0.00,27.07,0.00,27.07,0.00
tyo,sep,sarek,5111.80,18265,0.80,0.00,11.93,0.00,24.00,0.00,26.53,2778.42,26.93,0.00
tyo,oct,chipseq,3849.21,13324,0.73,0.00,11.97,0.00,41.37,0.00,41.37,0.00,41.37,0.00
tyo,oct,mag,10494.44,45476,14.67,0.00,22.13,1842.88,22.20,368.76,27.60,2628.50,32.20,0.00
tyo,oct,montage,226.63,1900,1.30,0.00,1.97,0.00,18.97,0.00,32.77,0.00,37.20,0.00
tyo,oct,nanoseq,204.13,20032,0.70,0.00,23.07,0.00,39.90,0.00,39.90,0.00,39.90,0.00
tyo,oct,rangeland,5713.84,24799,0.60,0.00,25.27,0.33,36.70,0.00,36.70,327.33,37.73,0.00
tyo,oct,rnaseq,2714.51,11011,0.80,0.00,6.70,0.00,41.87,0.00,41.87,0.00,41.87,0.00
tyo,oct,sarek,5069.04,18265,0.70,0.00,18.03,0.00,39.67,0.00,39.67,0.00,39.67,0.00
tyo,nov,chipseq,3860.69,13324,0.10,792.14,14.93,0.00,36.33,0.00,43.83,0.00,43.83,792.14
tyo,nov,mag,10581.49,45476,14.53,3457.50,18.50,1869.75,18.73,1183.50,36.53,3457.50,37.07,3457.50
tyo,nov,montage,226.90,1900,1.50,0.00,1.60,0.00,47.60,0.00,47.60,0.00,47.60,0.00
tyo,nov,nanoseq,204.96,20032,0.00,0.00,24.87,0.00,35.00,0.00,43.23,973.06,43.23,0.00
tyo,nov,rangeland,5739.21,24799,0.10,327.33,25.60,0.00,32.00,0.00,41.73,421.33,41.73,327.33
tyo,nov,rnaseq,2720.37,11011,0.10,1624.34,10.50,0.00,36.67,0.00,44.10,0.00,44.10,1624.34
tyo,nov,sarek,5087.20,18265,0.03,1567.41,20.13,0.00,34.47,0.00,42.73,1277.41,42.73,1567.41
tyo,dec,chipseq,3867.09,13324,0.50,0.00,8.83,0.00,34.10,0.00,34.37,1412.47,34.37,0.00
tyo,dec,mag,10570.43,45476,11.73,3586.76,15.77,2959.76,15.77,2975.52,26.80,3586.76,29.83,3586.76
tyo,dec,montage,227.69,1900,0.50,0.00,0.80,0.00,32.20,0.00,32.20,0.00,40.10,0.00
tyo,dec,nanoseq,205.24,20032,0.40,0.00,17.83,0.00,31.90,0.00,33.43,686.13,33.70,0.00
tyo,dec,rangeland,5743.94,24799,0.30,0.00,20.23,0.33,27.57,0.00,31.50,249.81,32.80,0.00
tyo,dec,rnaseq,2725.18,11011,0.60,0.00,5.10,0.00,34.90,0.00,34.90,2693.34,34.90,0.00
tyo,dec,sarek,5095.06,18265,0.50,0.00,13.70,0.00,31.60,0.00,33.63,3528.77,33.83,0.00
nsw,jan,chipseq,4794.28,13324,0.00,0.00,30.60,0.00,44.30,0.00,51.23,0.00,52.93,0.00
nsw,jan,mag,13426.36,45476,21.90,3574.76,32.80,0.00,33.00,329.88,46.03,3445.50,52.30,3574.76
nsw,jan,montage,279.08,1900,0.00,0.00,19.00,0.00,46.90,0.00,52.20,0.00,53.20,0.00
nsw,jan,nanoseq,258.38,20032,0.87,2616.28,38.80,0.00,43.77,0.00,50.90,0.00,53.33,2616.28
nsw,jan,rangeland,7282.03,24799,4.20,335.81,38.60,0.00,42.00,0.00,50.30,421.33,53.50,335.81
nsw,jan,rnaseq,3359.02,11011,0.00,0.00,27.30,0.00,45.40,0.00,51.70,0.00,52.57,0.00
nsw,jan,sarek,6368.74,18265,0.07,2569.77,35.07,0.00,43.03,0.00,50.40,0.00,53.10,2569.77
nsw,feb,chipseq,4840.60,13324,1.03,2165.28,46.47,0.00,56.30,0.00,56.30,0.00,56.30,2165.28
nsw,feb,mag,13175.03,45476,27.13,5036.75,38.73,0.00,39.17,583.50,47.57,3586.76,47.70,5036.75
nsw,feb,montage,271.36,1900,0.00,0.00,27.47,0.00,55.53,0.00,55.53,0.00,55.53,0.00
nsw,feb,nanoseq,264.16,20032,3.53,1947.30,54.00,0.00,55.93,0.00,55.93,0.00,55.93,1947.30
nsw,feb,rangeland,7371.24,24799,7.33,642.67,51.50,0.00,52.00,0.00,53.43,272.81,53.43,642.67
nsw,feb,rnaseq,3362.75,11011,0.10,4317.67,43.40,0.00,56.20,0.00,56.20,0.00,56.20,4317.67
nsw,feb,sarek,6475.74,18265,2.27,4049.83,50.30,0.00,55.17,0.00,55.17,0.00,55.17,4049.83
nsw,mar,chipseq,5041.15,13324,2.63,792.14,46.47,0.00,58.90,0.00,58.90,0.00,60.20,792.14
nsw,mar,mag,13595.85,45476,29.13,1842.88,41.00,0.00,41.00,583.50,51.00,3586.76,57.03,1842.88
nsw,mar,montage,266.50,1900,0.00,0.00,4.93,0.00,44.27,0.00,52.73,0.00,55.17,0.00
nsw,mar,nanoseq,275.70,20032,6.60,973.06,55.67,0.00,59.17,0.00,59.17,0.00,60.67,973.06
nsw,mar,rangeland,7719.01,24799,9.83,421.33,54.10,0.00,56.67,0.00,56.70,272.81,60.23,421.33
nsw,mar,rnaseq,3499.59,11011,0.77,1624.34,42.77,0.00,58.97,0.00,58.97,0.00,60.07,1624.34
nsw,mar,sarek,6752.07,18265,4.93,1277.41,51.33,0.00,58.97,0.00,58.97,0.00,60.40,1277.41
nsw,apr,chipseq,4846.85,13324,0.57,1412.47,18.43,0.00,51.40,0.00,57.90,0.00,61.73,1412.47
nsw,apr,mag,13708.51,45476,21.10,6311.52,34.17,26.88,34.17,583.50,53.47,3457.50,60.80,6311.52
nsw,apr,montage,272.12,1900,0.00,0.00,0.00,0.00,56.77,0.00,59.03,0.00,61.67,0.00
nsw,apr,nanoseq,263.90,20032,1.83,3581.81,33.50,0.00,51.43,0.00,58.13,0.00,62.13,3581.81
nsw,apr,rangeland,7419.62,24799,1.90,221.33,35.53,0.33,49.30,0.00,57.17,421.33,62.00,221.33
nsw,apr,rnaseq,3372.37,11011,0.00,2693.34,10.23,0.00,51.20,0.00,57.80,0.00,61.50,2693.34
nsw,apr,sarek,6473.99,18265,1.27,5153.83,26.50,0.00,50.63,0.00,57.30,0.00,61.73,5153.83
nsw,may,chipseq,4943.88,13324,0.00,0.00,12.90,792.14,50.77,0.00,52.20,792.14,52.30,0.00
nsw,may,mag,14452.04,45476,19.97,3457.50,31.63,1842.88,31.63,1842.88,49.47,3586.76,52.47,3457.50
nsw,may,montage,280.66,1900,0.00,0.00,0.00,0.00,49.87,0.00,49.87,0.00,51.80,0.00
nsw,may,nanoseq,269.81,20032,0.00,0.00,27.33,973.06,50.07,0.00,53.00,1042.14,53.23,0.00
nsw,may,rangeland,7623.42,24799,0.30,327.33,31.63,421.33,47.47,0.00,52.40,323.05,53.23,327.33
nsw,may,rnaseq,3443.21,11011,0.00,0.00,5.47,1624.34,51.50,0.00,51.80,1624.34,51.80,0.00
nsw,may,sarek,6606.20,18265,0.00,0.00,20.77,1277.41,48.63,0.00,52.37,2778.42,52.53,0.00
nsw,jun,chipseq,4758.79,13324,0.10,1412.47,9.17,0.00,31.73,0.00,51.87,0.00,51.87,1412.47
nsw,jun,mag,13446.02,45476,12.80,3276.50,21.80,26.88,25.13,4640.99,40.77,3574.76,40.77,3276.50
nsw,jun,montage,228.42,1900,0.00,0.00,1.00,0.00,42.67,0.00,42.67,0.00,42.67,0.00
nsw,jun,nanoseq,259.56,20032,1.53,1042.14,18.67,0.00,32.03,0.00,51.80,0.00,51.80,1042.14
nsw,jun,rangeland,7291.38,24799,2.40,221.33,21.20,0.33,30.17,327.33,48.50,0.33,48.50,221.33
nsw,jun,rnaseq,3316.68,11011,0.00,2693.34,5.17,0.00,31.60,0.00,51.63,0.00,51.63,2693.34
nsw,jun,sarek,6359.68,18265,0.97,2778.42,14.37,0.00,30.60,0.00,50.80,0.00,50.80,2778.42
nsw,jul,chipseq,4569.92,13324,0.00,0.00,0.90,1412.47,17.20,0.00,33.23,0.00,35.60,0.00
nsw,jul,mag,13753.82,45476,8.33,6902.99,13.97,3580.99,14.23,3580.99,28.57,3457.50,36.27,6902.99
nsw,jul,montage,269.22,1900,-0.20,0.00,-0.20,0.00,37.90,0.00,37.90,0.00,38.90,0.00
nsw,jul,nanoseq,252.44,20032,0.10,2616.28,6.63,1042.14,18.73,0.00,34.53,0.00,36.83,2616.28
nsw,jul,rangeland,7189.82,24799,0.60,608.63,10.73,221.33,17.20,0.33,32.50,421.33,36.57,608.63
nsw,jul,rnaseq,3183.30,11011,0.00,0.00,0.00,2693.34,16.57,0.00,33.13,0.00,35.53,0.00
nsw,jul,sarek,6150.69,18265,0.00,2569.77,4.03,2778.42,16.77,0.00,32.67,0.00,36.20,2569.77
nsw,aug,chipseq,4295.23,13324,0.00,0.00,5.77,792.14,24.40,0.00,24.40,0.00,38.67,0.00
nsw,aug,mag,12281.84,45476,10.30,6546.52,15.57,2057.75,15.57,2057.75,18.33,1183.50,33.67,6546.52
nsw,aug,montage,253.60,1900,-0.53,0.00,-0.53,0.00,9.73,0.00,29.23,0.00,64.47,0.00
nsw,aug,nanoseq,234.11,20032,0.73,686.13,13.80,973.06,25.33,0.00,25.33,0.00,38.93,686.13
nsw,aug,rangeland,6555.95,24799,0.80,323.05,15.97,421.33,23.20,0.00,23.20,327.33,36.53,323.05
nsw,aug,rnaseq,3005.44,11011,0.03,1412.06,2.77,1624.34,24.40,0.00,24.40,0.00,38.90,1412.06
nsw,aug,sarek,5742.46,18265,0.47,3528.77,10.57,1277.41,23.80,0.00,23.80,0.00,37.87,3528.77
nsw,sep,chipseq,4474.92,13324,0.00,0.00,25.40,0.00,64.20,0.00,66.90,0.00,66.90,0.00
nsw,sep,mag,13296.59,45476,27.70,8947.29,43.43,3276.50,43.43,3276.50,64.40,3586.76,66.00,8947.29
nsw,sep,montage,274.58,1900,0.00,0.00,0.00,0.00,70.17,0.00,70.17,0.00,70.90,0.00
nsw,sep,nanoseq,247.34,20032,0.20,3124.04,43.67,0.00,64.40,0.00,67.93,973.06,67.93,3124.04
nsw,sep,rangeland,6956.12,24799,0.20,598.67,45.77,0.33,61.83,0.00,67.37,221.33,67.37,598.67
nsw,sep,rnaseq,3104.99,11011,0.00,0.00,16.17,0.00,64.20,0.00,66.27,0.00,66.27,0.00
nsw,sep,sarek,6032.92,18265,0.13,6098.54,35.27,0.00,63.30,0.00,67.33,1277.41,67.33,6098.54
nsw,oct,chipseq,4249.47,13324,0.50,792.14,22.93,0.00,35.63,0.00,35.63,0.00,59.80,792.14
nsw,oct,mag,11895.55,45476,17.00,8016.29,27.73,0.00,27.73,0.00,31.83,3211.99,49.83,8016.29
nsw,oct,montage,222.48,1900,0.00,0.00,0.00,0.00,21.87,0.00,57.63,0.00,57.63,0.00
nsw,oct,nanoseq,231.62,20032,0.87,4097.10,30.63,0.00,36.23,0.00,36.23,0.00,59.50,4097.10
nsw,oct,rangeland,6460.28,24799,3.00,848.00,30.30,0.00,35.03,0.00,35.03,272.81,56.23,848.00
nsw,oct,rnaseq,2976.80,11011,0.43,1624.34,18.97,0.00,35.17,1412.06,35.17,1412.06,60.00,1624.34
nsw,oct,sarek,5659.43,18265,0.33,7360.31,26.67,0.00,35.73,0.00,35.73,0.00,58.53,7360.31
nsw,nov,chipseq,4730.03,13324,0.00,0.00,38.13,0.00,45.30,0.00,56.43,0.00,58.10,0.00
nsw,nov,mag,12873.56,45476,22.93,2959.76,35.53,0.00,35.53,583.50,48.87,3457.50,53.13,2959.76
nsw,nov,montage,224.47,1900,0.00,0.00,6.03,0.00,50.67,0.00,50.67,0.00,52.80,0.00
nsw,nov,nanoseq,256.02,20032,2.83,686.13,43.30,0.00,45.80,0.00,56.43,0.00,58.10,686.13
nsw,nov,rangeland,7200.10,24799,7.83,323.05,42.90,0.00,44.70,0.00,54.37,0.33,57.37,323.05
nsw,nov,rnaseq,3310.41,11011,0.00,0.00,35.63,0.00,45.13,0.00,56.33,0.00,57.90,0.00
nsw,nov,sarek,6292.69,18265,0.97,3528.77,40.60,0.00,45.67,0.00,55.67,0.00,58.00,3528.77
nsw,dec,chipseq,4844.77,13324,0.00,0.00,41.70,0.00,60.77,0.00,64.20,0.00,67.40,0.00
nsw,dec,mag,13755.45,45476,30.07,2959.76,45.67,0.00,46.13,368.76,61.27,3457.50,65.73,2959.76
nsw,dec,montage,258.90,1900,0.70,0.00,30.23,0.00,60.43,0.00,65.67,0.00,65.67,0.00
nsw,dec,nanoseq,266.60,20032,2.67,686.13,50.80,0.00,60.80,0.00,64.63,973.06,68.07,686.13
nsw,dec,rangeland,7554.64,24799,8.73,323.05,52.73,0.00,58.13,0.00,64.57,421.33,67.63,323.05
nsw,dec,rnaseq,3378.76,11011,0.00,0.00,38.50,0.00,61.53,0.00,63.87,0.00,67.40,0.00
nsw,dec,sarek,6497.95,18265,0.63,3528.77,46.00,0.00,59.70,0.00,64.27,1277.41,67.40,3528.77
