name,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),0.0,0.0,198.92,0.0,None,1,None,64.0,1073741824.0,None
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),0.3565585450899305,0.001782822222222222,198.92,28000.0,None,1,None,78.0,3398434816.0,None
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),0.6293749232,0.0031549222222222225,198.92,83000.0,None,1,None,16.0,1073741824.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP2_T1),0.5512078570149306,0.002762138888888889,198.92,52000.0,None,2,None,105.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP1_T1),0.5679622972078125,0.0028460250000000003,198.92,54000.0,None,2,None,103.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP3_T1),0.5807442139153646,0.002910111111111111,198.92,55000.0,None,2,None,104.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP1_T1),0.6100335784824652,0.0030568416666666666,198.92,58000.0,None,2,None,103.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),0.0,0.0,198.92,0.0,None,1,None,5.0,1073741824.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP2_T1),0.6390759507162327,0.003202330555555556,198.92,61000.0,None,2,None,102.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP1_T1),0.6620057069028646,0.0033158972222222223,198.92,71000.0,None,2,None,74.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP3_T1),0.68318536294375,0.0034222000000000002,198.92,72000.0,None,2,None,78.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP2_T1),0.663240541654427,0.003322445833333333,198.92,69000.0,None,2,None,81.0,1680867328.0,None
