name,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),0.13515916124850003,0.0001590138888888889,847.08306,5000.0,None,1,None,1.0,1073741824.0,None
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),2.00035619678938,0.0023463000000000004,847.08306,44000.0,None,1,None,53.0,3398434816.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP2_T1),2.6252086539128903,0.0030887180555555557,847.08306,61000.0,None,2,None,93.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP3_T1),2.6781495326110307,0.0031508750000000005,847.08306,63000.0,None,2,None,90.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP1_T1),2.687002409068475,0.0031611555555555557,847.08306,64000.0,None,2,None,87.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP1_T1),2.7094406981244754,0.0031876444444444447,847.08306,64000.0,None,2,None,89.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP1_T1),2.6247706763080854,0.003088030555555556,847.08306,62000.0,None,2,None,89.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP2_T1),2.433079722957611,0.0028625875000000004,847.08306,57000.0,None,2,None,91.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_R1881_REP3_T1),2.7709712343518653,0.003259941666666667,847.08306,66000.0,None,2,None,87.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP2_T1),2.921377890680365,0.0034375,847.08306,66000.0,None,2,None,100.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K18ac_VCaP_Control_REP1_T1),2.8104129988764748,0.003306844444444444,847.08306,64000.0,None,2,None,98.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP1_T1),3.15514063601084,0.003712609722222222,847.08306,71000.0,None,2,None,101.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP2_T1),2.9389088849186447,0.003457513888888889,847.08306,70000.0,None,2,None,87.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP2_T1),3.427557650907898,0.004032840277777777,847.08306,79000.0,None,2,None,95.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP3_T1),3.411517509987204,0.004014075,847.08306,78000.0,None,2,None,97.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP1_T1),3.5270401792555943,0.004150111111111111,847.08306,80000.0,None,2,None,99.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP2_T1),3.284074499657814,0.0038639666666666667,847.08306,76000.0,None,2,None,94.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP3_T1),3.223595758229924,0.0037929111111111107,847.08306,74000.0,None,2,None,96.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP3_T1),3.4714708944719845,0.004084169444444445,847.08306,82000.0,None,2,None,89.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K27ac_LAPC4_Control_REP1_T1),3.541064109915595,0.0041666666666666675,847.08306,80000.0,None,2,None,100.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP1_T1),3.7176793378065685,0.0043743125,847.08306,85000.0,None,2,None,97.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP2_T1),3.8026125785511544,0.004474066666666668,847.08306,88000.0,None,2,None,94.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP1_T1),4.242528185496908,0.0049918625,847.08306,97000.0,None,2,None,97.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP1_T1),4.002367292031128,0.004709029166666667,847.08306,93000.0,None,2,None,93.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K27ac_VCaP_Daro_REP3_T1),3.9003426560229886,0.004588927777777778,847.08306,91000.0,None,2,None,92.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K18ac_VCaP_Control_REP3_T1),4.1327898471691284,0.004862995833333334,847.08306,93000.0,None,2,None,101.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K18ac_VCaP_Daro_REP3_T1),4.337803534646603,0.005104166666666667,847.08306,98000.0,None,2,None,100.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Daro_REP3_T1),3.8147098401153237,0.004487325000000001,847.08306,94000.0,None,2,None,79.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP1_T1),3.7720247713972674,0.0044367638888888885,847.08306,95000.0,None,2,None,74.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP1_T1),3.948201481226798,0.004644062500000001,847.08306,99000.0,None,2,None,75.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP3_T1),4.399772588935437,0.005176811111111111,847.08306,101000.0,None,2,None,96.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H2Bk15ac_VCAP_Control_REP1_T1),4.208520694103048,0.004951375000000001,847.08306,99000.0,None,2,None,90.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H2Bk15ac_VCAP_Daro_REP1_T1),4.3718126474103824,0.005143633333333334,847.08306,102000.0,None,2,None,92.0,1680867328.0,None
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H2Bk15ac_VCAP_Daro_REP3_T1),4.399772588935437,0.005176811111111111,847.08306,101000.0,None,2,None,96.0,1680867328.0,None
