task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,-,600090,proc,-,proc (1),COMPLETED,0,-,bioconda::bowtie2=2.5.4,1,-,-,-,1,1745853688139,1723773600000,1723774493392,893477,891859,-,100.0,0.2,179904512,311824384,231161856,319787008,227331193,88305502,1250,9770,9748480,88363008,821,1894,/users/grad/kathleen/journal-paper/tasks/work/91/3d05b0ac22a36658009022a379a679,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
