id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
3,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1702258615000,1702258617000,1,48.0,,1073741824.0,,,0.0011432607443155555,0.0011432607443155555,0.0,783.353384,
2,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,1702258616000,1702258652000,1,67.7,,3398434816.0,,,0.03441253056067063,0.03441253056067063,0.0,783.353384,
1,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,1702258615000,1702258660000,1,32.3,,1073741824.0,,,0.018565169203384375,0.018565169203384375,0.0,783.353384,
214,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,1702258669000,1702258682000,1,0.5,,1073741824.0,,,0.001174737678469514,0.001174737678469514,0.0,783.353384,
7,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258648000,1702258736000,2,88.1,,1680867328.0,,,0.09030123813910679,0.09030123813910679,0.0,783.353384,
35,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258731000,2,88.5,,1680867328.0,,,0.08447666233196706,0.08447666233196706,0.0,783.353384,
32,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258734000,2,91.6,,1680867328.0,,,0.08917541924748187,0.08917541924748187,0.0,783.353384,
54,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258736000,2,89.4,,1680867328.0,,,0.08730304146110023,0.08730304146110023,0.0,783.353384,
50,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258732000,2,91.4,,1680867328.0,,,0.08582644583204485,0.08582644583204485,0.0,783.353384,
60,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258653000,1702258727000,2,85.6,,1680867328.0,,,0.07406072790225428,0.07406072790225428,0.0,783.353384,
48,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258653000,1702258731000,2,87.2,,1680867328.0,,,0.07932847341223866,0.07932847341223866,0.0,783.353384,
59,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258654000,1702258727000,2,87.0,,1680867328.0,,,0.07409538890951638,0.07409538890951638,0.0,783.353384,
56,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258736000,2,83.5,,1680867328.0,,,0.08424075192440532,0.08424075192440532,0.0,783.353384,
65,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258727000,2,79.0,,1680867328.0,,,0.07098020091958812,0.07098020091958812,0.0,783.353384,
62,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258738000,2,84.8,,1680867328.0,,,0.08537349995750851,0.08537349995750851,0.0,783.353384,
67,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258727000,2,81.1,,1680867328.0,,,0.07259725446237228,0.07259725446237228,0.0,783.353384,
71,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258727000,2,80.5,,1680867328.0,,,0.07213523916443396,0.07213523916443396,0.0,783.353384,
69,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258658000,1702258736000,2,75.4,,1680867328.0,,,0.07000305937227282,0.07000305937227282,0.0,783.353384,
72,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258657000,1702258731000,2,81.8,,1680867328.0,,,0.07121163356496787,0.07121163356496787,0.0,783.353384,
70,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258655000,1702258727000,2,82.2,,1680867328.0,,,0.06957879395550876,0.06957879395550876,0.0,783.353384,
36,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258742000,2,89.6,,1680867328.0,,,0.09684539236887338,0.09684539236887338,0.0,783.353384,
11,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258742000,2,88.4,,1680867328.0,,,0.09468548071092842,0.09468548071092842,0.0,783.353384,
18,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258743000,2,89.4,,1680867328.0,,,0.09665693876050381,0.09665693876050381,0.0,783.353384,
38,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258741000,2,91.5,,1680867328.0,,,0.09651450376347294,0.09651450376347294,0.0,783.353384,
45,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258742000,2,81.9,,1680867328.0,,,0.08669993075481719,0.08669993075481719,0.0,783.353384,
41,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258743000,2,86.1,,1680867328.0,,,0.09354745422240567,0.09354745422240567,0.0,783.353384,
26,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258744000,2,90.3,,1680867328.0,,,0.09960186128845008,0.09960186128845008,0.0,783.353384,
5,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258744000,2,87.7,,1680867328.0,,,0.09607718075698991,0.09607718075698991,0.0,783.353384,
17,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258748000,2,80.9,,1680867328.0,,,0.09436686430188015,0.09436686430188015,0.0,783.353384,
23,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258746000,2,86.2,,1680867328.0,,,0.09666238041454503,0.09666238041454503,0.0,783.353384,
52,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258653000,1702258748000,2,90.6,,1680867328.0,,,0.09989062084966153,0.09989062084966153,0.0,783.353384,
28,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258751000,2,90.5,,1680867328.0,,,0.10399623577470017,0.10399623577470017,0.0,783.353384,
88,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258654000,1702258756000,2,97.4,,1680867328.0,,,0.11427847823354072,0.11427847823354072,0.0,783.353384,
12,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258751000,2,91.1,,1680867328.0,,,0.10776771002180448,0.10776771002180448,0.0,783.353384,
31,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258756000,2,82.2,,1680867328.0,,,0.10340181879499218,0.10340181879499218,0.0,783.353384,
43,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258756000,2,91.9,,1680867328.0,,,0.11178842936384925,0.11178842936384925,0.0,783.353384,
47,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258655000,1702258759000,2,90.7,,1680867328.0,,,0.10945931473494876,0.10945931473494876,0.0,783.353384,
77,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258756000,2,100.4,,1680867328.0,,,0.11968039001039152,0.11968039001039152,0.0,783.353384,
20,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258651000,1702258761000,2,89.3,,1680867328.0,,,0.11421396037844184,0.11421396037844184,0.0,783.353384,
25,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258650000,1702258761000,2,91.7,,1680867328.0,,,0.11795141111289996,0.11795141111289996,0.0,783.353384,
73,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258653000,1702258769000,2,84.4,,1680867328.0,,,0.1146848326015769,0.1146848326015769,0.0,783.353384,
74,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258654000,1702258766000,2,84.4,,1680867328.0,,,0.11073018320152252,0.11073018320152252,0.0,783.353384,
14,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258649000,1702258771000,2,84.8,,1680867328.0,,,0.1211112441257679,0.1211112441257679,0.0,783.353384,
9,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258648000,1702258782000,2,93.7,,1680867328.0,,,0.14510714666258362,0.14510714666258362,0.0,783.353384,
75,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258652000,1702258784000,2,88.0,,1680867328.0,,,0.13531811593820436,0.13531811593820436,0.0,783.353384,
76,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258656000,1702258782000,2,82.4,,1680867328.0,,,0.12201821366573785,0.12201821366573785,0.0,783.353384,
173,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258663000,1702258800000,2,92.7,,1680867328.0,,,0.15984082872571706,0.15984082872571706,0.0,783.353384,
64,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1702258652000,1702258800000,5,256.3,,3157262336.0,,,0.5125722929470344,0.5125722929470344,0.0,783.353384,
162,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258759000,1702258800000,2,101.6,,1680867328.0,,,0.11164140270559833,0.11164140270559833,0.0,783.353384,
61,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,1702258652000,1702258800000,5,263.3,,3157262336.0,,,0.5457683358818448,0.5457683358818448,0.0,783.353384,
107,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258759000,1702258800000,2,102.6,,1680867328.0,,,0.11261406649073166,0.11261406649073166,0.0,783.353384,
153,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258747000,1702258800000,2,94.7,,1680867328.0,,,0.12132533861758121,0.12132533861758121,0.0,783.353384,
165,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258751000,1702258800000,2,91.6,,1680867328.0,,,0.1157157225949467,0.1157157225949467,0.0,783.353384,
172,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258744000,1702258800000,2,87.7,,1680867328.0,,,0.12265172011530626,0.12265172011530626,0.0,783.353384,
79,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258740000,1702258800000,2,81.3,,1680867328.0,,,0.12252843715652223,0.12252843715652223,0.0,783.353384,
81,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258738000,1702258800000,2,85.9,,1680867328.0,,,0.13351340948028817,0.13351340948028817,0.0,783.353384,
89,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258736000,1702258800000,2,85.6,,1680867328.0,,,0.13511078738924764,0.13511078738924764,0.0,783.353384,
92,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,1702258747000,1702258800000,2,93.0,,1680867328.0,,,0.12586822724951924,0.12586822724951924,0.0,783.353384,
