workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-feb-1,218.49337507212746,19616.143,0.0%:218.48286590592406:0.0|0.0%:10|3,0.0%:218.4685558920466:142.139|0.7%:16|3,0.0%:218.4300421697676:21.256|0.1%:28|6,0.1%:218.35012304163146:0.0|0.0%:52|3,0.1%:218.30852450100048:0.0|0.0%:11|3
nanoseq-feb-2,222.01768257708164,20705.598,0.0%:222.00339647024566:148.56|0.7%:12|3,0.0%:221.98735189970026:0.0|0.0%:18|2,0.0%:221.9470595251285:0.0|0.0%:30|5,0.1%:221.86779057946356:0.0|0.0%:54|3,0.1%:221.83472091039732:0.0|0.0%:9|2
nanoseq-feb-3,218.10903423672642,19775.509,0.0%:218.09726486116563:0.0|0.0%:11|3,0.0%:218.08294073926476:65.522|0.3%:17|2,0.0%:218.043808977993:0.0|0.0%:29|5,0.1%:217.96493070945982:0.0|0.0%:53|4,0.1%:217.9245088270506:0.0|0.0%:12|2
