workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-jun-1,4155.752717073073,13607.0,18.8%:3376.347061416102:215.471|1.6%,18.8%:3375.9247342439785:0.0|0.0%,18.8%:3375.9247342439785:827.413|6.1%,18.8%:3375.9247342439785:0.0|0.0%,18.8%:3375.9247342439785:788.413|5.8%
chipseq-jun-2,4106.63229436687,13099.0,18.7%:3339.9316654329427:281.14|2.1%,18.7%:3339.5095734754145:0.0|0.0%,18.7%:3339.5095734754145:566.28|4.3%,18.7%:3339.5095734754145:250.14|1.9%,18.7%:3339.5095734754145:471.28|3.6%
chipseq-jun-3,4133.066907548636,13266.0,18.8%:3357.595806305805:226.372|1.7%,18.8%:3357.1710777954545:0.0|0.0%,18.8%:3357.1710777954545:840.116|6.3%,18.8%:3357.1710777954545:254.372|1.9%,18.8%:3357.1710777954545:534.744|4.0%
