workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-mar-1,5767.896638202059,24817.0,46.9%:3061.7377875192424:522.628|2.1%,49.5%:2911.937534694133:0.0|0.0%,50.1%:2876.1798008688993:0.0|0.0%,67.3%:1887.6115717400344:0.0|0.0%,72.6%:1578.6382111799394:212.814|0.9%
rangeland-mar-2,5760.043752977988,24742.0,46.9%:3057.5192661866085:590.1|2.4%,49.5%:2908.320244415147:0.05|0.0%,50.1%:2872.0572931183733:0.0|0.0%,67.3%:1884.2330777105306:0.0|0.0%,72.6%:1576.608083826652:143.1|0.6%
rangeland-mar-3,5768.518601511103,24839.0,46.9%:3062.293063612246:598.666|2.4%,49.5%:2912.813668720224:0.333|0.0%,50.1%:2876.710030790985:0.0|0.0%,67.3%:1887.7690533166237:0.0|0.0%,72.6%:1579.1125559060179:221.666|0.9%
