workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-feb-1,5079.9666811584275,18299.0,0.4%:5057.804801438591:0.0|0.0%:0|0,16.6%:4235.42635267398:0.0|0.0%:2|1,38.9%:3101.5484854472834:0.0|0.0%:0|0,44.5%:2821.818333409863:2207.769|12.1%:21|1,45.2%:2784.3182353950556:4790.538|26.2%:68|2
sarek-feb-2,4951.674605960526,17619.0,0.4%:4930.266266387011:0.0|0.0%:0|0,15.8%:4167.59757900498:0.0|0.0%:2|1,40.8%:2932.30759421947:0.0|0.0%:0|0,44.4%:2754.688703120237:1567.412|8.9%:21|1,46.1%:2671.3798760128657:1567.412|8.9%:68|2
sarek-feb-3,5137.691083891066,18878.0,0.4%:5115.199065715161:0.0|0.0%:0|0,17.1%:4261.303202181261:0.0|0.0%:2|1,38.7%:3147.5889378611637:0.0|0.0%:0|0,44.4%:2854.9363864639595:2778.417|14.7%:21|1,45.1%:2818.1033756237134:3978.834|21.1%:68|2
