workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-jul-1,6149.7280105349255,24817.0,0.0%:6148.952971487412:776.442|3.1%:6|3,0.0%:6148.176609041164:212.814|0.9%:12|1,0.0%:6147.399800709292:727.442|2.9%:24|3,0.1%:6145.84613156484:971.256|3.9%:48|5,0.1%:6144.259093396629:275.814|1.1%:1|1
rangeland-jul-2,6141.3591463971225,24742.0,0.0%:6140.583747807948:394.1|1.6%:6|2,0.0%:6139.807799358718:143.05|0.6%:12|1,0.0%:6139.030973059442:286.1|1.2%:24|2,0.1%:6137.477180780032:829.2|3.4%:48|5,0.1%:6135.884593613209:0.0|0.0%:0|0
rangeland-jul-3,6150.407361775964,24839.0,0.0%:6149.633134649913:460.666|1.9%:6|2,0.0%:6148.856914914475:221.333|0.9%:12|1,0.0%:6148.079697918599:518.666|2.1%:24|2,0.1%:6146.526503741597:802.332|3.2%:48|5,0.1%:6144.931489507811:0.0|0.0%:0|0
