workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-jun-1,2894.745068224581,10697.0,0.0%:2894.272631415668:0.0|0.0%:5|1,0.0%:2893.8912269299735:0.0|0.0%:0|0,0.0%:2893.8912269299735:0.0|0.0%:10|1,0.0%:2893.8912269299735:720.192|6.7%:6|4,0.0%:2893.8912269299735:1.064|0.0%:20|2
rnaseq-jun-2,2930.2944540423,11472.0,0.0%:2929.8253665782945:215.844|1.9%:5|1,0.0%:2929.4440319719183:0.0|0.0%:0|0,0.0%:2929.4440319719183:215.844|1.9%:10|2,0.0%:2929.4440319719183:527.688|4.6%:4|2,0.0%:2929.4440319719183:94.844|0.8%:20|3
rnaseq-jun-3,2909.4689519913954,10863.0,0.0%:2908.9971333756503:0.0|0.0%:5|1,0.0%:2908.6142181477544:0.0|0.0%:0|0,0.0%:2908.6142181477544:274.336|2.5%:10|3,0.0%:2908.6142181477544:692.008|6.4%:5|3,0.0%:2908.6142181477544:0.0|0.0%:20|2
