workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-aug-1,218.49337507212746,19616.143,0.0%:218.4876275257434:0.0|0.0%:10|3,0.0%:218.47334789234577:142.139|0.7%:16|3,0.0%:218.4368274524956:21.256|0.1%:28|6,0.1%:218.35688075423656:0.0|0.0%:52|3,0.1%:218.30852450100048:0.0|0.0%:19|4
nanoseq-aug-2,222.02246486536635,20705.598,0.0%:222.00815850585764:148.56|0.7%:12|3,0.0%:221.99379610204102:0.0|0.0%:18|2,0.0%:221.95361328940635:0.0|0.0%:30|5,0.1%:221.8745413514002:0.0|0.0%:54|3,0.1%:221.83472091039732:17.266|0.1%:19|4
nanoseq-aug-3,218.10903423672642,19775.509,0.0%:218.1020273125703:0.0|0.0%:11|3,0.0%:218.0877383666214:65.522|0.3%:17|2,0.0%:218.05059384492836:0.0|0.0%:29|5,0.1%:217.9717205280902:0.0|0.0%:53|4,0.1%:217.9245088270506:0.0|0.0%:20|3
