workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-sep-1,5763.21333083611,24817.0,47.3%:3037.6698150599073:0.0|0.0%,55.3%:2576.722348460767:0.0|0.0%,59.2%:2352.311239646161:0.0|0.0%,60.8%:2257.2734220616753:212.814|0.9%,61.0%:2244.912384974312:829.442|3.3%
rangeland-sep-2,5755.344735764849,24742.0,47.3%:3033.4953857879436:0.05|0.0%,55.3%:2574.3956735675397:0.0|0.0%,59.2%:2348.8823457884528:0.0|0.0%,60.7%:2259.744352747336:137.05|0.6%,61.0%:2243.4925849358847:591.15|2.4%
rangeland-sep-3,5763.735177838367,24839.0,47.3%:3038.2124954332603:0.333|0.0%,55.3%:2578.2552815289328:0.0|0.0%,59.2%:2352.799463229496:0.0|0.0%,60.7%:2263.366836436335:421.333|1.7%,61.0%:2247.021511935352:426.999|1.7%
