workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-mar-1,4158.168868218239,13607.0,0.0%:4158.168868218239:326.942|2.4%:5|2,0.0%:4158.168868218239:211.471|1.6%:11|2,0.0%:4157.753220441208:787.413|5.8%:24|4,0.1%:4155.914648765252:0.0|0.0%:0|0,0.1%:4154.650958854253:788.413|5.8%:21|4
chipseq-mar-2,4109.0043715122765,13099.0,0.0%:4109.0043715122765:585.28|4.5%:5|2,0.0%:4109.0043715122765:182.28|1.4%:11|2,0.0%:4108.701193370441:572.28|4.4%:24|3,0.1%:4106.827316610398:0.0|0.0%:1|1,0.1%:4105.5280564771565:471.28|3.6%:19|3
chipseq-mar-3,4135.461229813126,13266.0,0.0%:4135.461229813126:303.744|2.3%:5|2,0.0%:4135.461229813126:390.744|2.9%:11|2,0.0%:4135.115708340614:790.116|6.0%:24|4,0.1%:4133.253314002352:0.0|0.0%:1|1,0.1%:4131.962531649151:534.744|4.0%:19|3
