workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-apr-1,218.31529036794694,19616.143,0.0%:218.30852450100048:21.256|0.1%:10|3,0.0%:218.30852450100048:163.395|0.8%:15|5,0.0%:218.30852450100048:21.256|0.1%:27|6,0.0%:218.30852450100048:0.0|0.0%:51|5,0.0%:218.30852450100048:0.0|0.0%:19|4
nanoseq-apr-2,221.84149838269855,20705.598,0.0%:221.83472091039732:390.117|1.9%:11|5,0.0%:221.83472091039732:148.56|0.7%:17|4,0.0%:221.83472091039732:86.317|0.4%:29|7,0.0%:221.83472091039732:0.0|0.0%:53|4,0.0%:221.83472091039732:17.266|0.1%:19|4
nanoseq-apr-3,217.9313015940466,19775.509,0.0%:217.9245088270506:0.0|0.0%:11|3,0.0%:217.9245088270506:0.0|0.0%:16|4,0.0%:217.9245088270506:0.0|0.0%:28|6,0.0%:217.9245088270506:0.0|0.0%:52|4,0.0%:217.9245088270506:0.0|0.0%:20|3
