workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-aug-1,5473.787830537365,18299.0,0.0%:5473.787830537365:531.538|2.9%:5|2,0.0%:5473.626304967247:843.307|4.6%:12|3,0.0%:5472.717762409903:987.076|5.4%:24|5,0.1%:5470.886249701545:540.538|3.0%:48|4,0.1%:5469.156876365982:955.076|5.2%:17|5
sarek-aug-2,5335.668246599269,17619.0,0.0%:5335.668246599269:509.824|2.9%:5|2,0.0%:5335.6418008817855:802.236|4.6%:12|3,0.0%:5334.7812128977075:866.236|4.9%:24|4,0.1%:5332.919452450189:523.824|3.0%:48|3,0.1%:5331.154144867773:494.824|2.8%:18|2
sarek-aug-3,5535.837558692251,18878.0,0.0%:5535.837330253006:715.251|3.8%:6|3,0.0%:5535.532685475321:662.251|3.5%:12|3,0.0%:5534.635990759864:503.834|2.7%:24|4,0.1%:5532.886614370909:335.834|1.8%:48|3,0.1%:5531.154108980977:761.251|4.0%:16|4
