workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-jul-1,234.1187994491137,2003.0,28.6%:167.14936237035815:0.0|0.0%,28.6%:167.14936237035815:0.0|0.0%,50.1%:116.72297317925191:0.0|0.0%,50.2%:116.6221688961515:0.0|0.0%,52.5%:111.29897953699644:0.0|0.0%
montage-jul-2,220.5722750276327,1814.0,28.5%:157.6710034955438:0.0|0.0%,28.5%:157.6710034955438:0.0|0.0%,50.2%:109.8262081182423:0.0|0.0%,50.2%:109.8262081182423:0.0|0.0%,52.5%:104.82682893730868:0.0|0.0%
montage-jul-3,213.2728602890494,1884.0,28.6%:152.33403706700494:0.0|0.0%,28.6%:152.33403706700494:0.0|0.0%,50.2%:106.10872822209042:0.0|0.0%,50.2%:106.10872822209042:0.0|0.0%,52.5%:101.27857177876011:0.0|0.0%
