trace,op_ems,emb_ems
sarek-apr-3,821.7723392310697,0.0
sarek-apr-3~+00-01-00,777.4497215054239,0.0
sarek-apr-3~+00-02-00,744.8782216680952,0.0
sarek-apr-3~+00-03-00,785.544742778773,0.0
sarek-apr-3~+00-04-00,819.6124078731459,0.0
sarek-apr-3~+00-05-00,918.2971544397988,0.0
sarek-apr-3~+00-06-00,1041.0043834736161,0.0
sarek-apr-3~+00-07-00,1184.1832684803421,0.0
sarek-apr-3~+00-08-00,1235.420487282291,0.0
sarek-apr-3~+00-09-00,1213.3257157206126,0.0
sarek-apr-3~+00-10-00,1080.9397352242204,0.0
sarek-apr-3~+00-11-00,937.0569621842553,0.0
sarek-apr-3~+00-12-00,740.0441638280342,0.0
sarek-apr-3~+00-13-00,553.9155219180972,0.0
sarek-apr-3~+00-14-00,444.9109639176128,0.0
sarek-apr-3~+00-15-00,411.3172008398131,0.0
sarek-apr-3~+00-16-00,393.92188142473475,0.0
sarek-apr-3~+00-17-00,390.0305329122844,0.0
sarek-apr-3~+00-18-00,412.73795129739074,0.0
sarek-apr-3~+00-19-00,390.5135894909529,0.0
sarek-apr-3~+00-20-00,387.7356039228403,0.0
sarek-apr-3~+00-21-00,349.3218540613491,0.0
sarek-apr-3~+00-22-00,316.5358678178957,0.0
sarek-apr-3~+00-23-00,274.84191909500873,0.0
sarek-apr-3~+01-00-00,251.58616110861323,0.0
sarek-apr-3~+01-01-00,213.30456563203552,0.0
sarek-apr-3~+01-02-00,169.87593128197904,0.0
sarek-apr-3~+01-03-00,173.7944294386817,0.0
sarek-apr-3~+01-04-00,167.9722794246199,0.0
sarek-apr-3~+01-05-00,188.69659839037337,0.0
sarek-apr-3~+01-06-00,204.2240304189213,0.0
sarek-apr-3~+01-07-00,244.30829739537998,0.0
sarek-apr-3~+01-08-00,273.2424102788859,0.0
sarek-apr-3~+01-09-00,301.44243695360717,0.0
sarek-apr-3~+01-10-00,322.1041176443918,0.0
sarek-apr-3~+01-11-00,336.61650870399467,0.0
sarek-apr-3~+01-12-00,354.3777607926572,0.0
sarek-apr-3~+01-13-00,374.90873676324236,0.0
sarek-apr-3~+01-14-00,395.1896121390606,0.0
sarek-apr-3~+01-15-00,403.6178593197735,0.0
sarek-apr-3~+01-16-00,436.2988397487136,0.0
sarek-apr-3~+01-17-00,526.0193468807705,0.0
sarek-apr-3~+01-18-00,595.3356881818888,0.0
sarek-apr-3~+01-19-00,672.0084137582846,0.0
sarek-apr-3~+01-20-00,735.835615476848,0.0
sarek-apr-3~+01-21-00,721.9645708527827,0.0
sarek-apr-3~+01-22-00,613.5680930005075,0.0
sarek-apr-3~+01-23-00,481.25902612755937,0.0
sarek-apr-3~+02-00-00,351.66977225927417,0.0
sarek-apr-3~+02-01-00,248.92780505256695,0.0
sarek-apr-3~+02-02-00,197.52417495486333,0.0
sarek-apr-3~+02-03-00,190.1374639091672,0.0
sarek-apr-3~+02-04-00,209.82479587578027,0.0
sarek-apr-3~+02-05-00,250.34622054077585,0.0
sarek-apr-3~+02-06-00,305.55692687848233,0.0
sarek-apr-3~+02-07-00,344.48566213960106,0.0
sarek-apr-3~+02-08-00,360.78942536386626,0.0
sarek-apr-3~+02-09-00,391.7786238446397,0.0
sarek-apr-3~+02-10-00,386.18500397634824,0.0
sarek-apr-3~+02-11-00,368.90422827680595,0.0
sarek-apr-3~+02-12-00,364.3914936652687,0.0
sarek-apr-3~+02-13-00,373.0763464924735,0.0
sarek-apr-3~+02-14-00,367.4672922840711,0.0
sarek-apr-3~+02-15-00,365.6724449073906,0.0
sarek-apr-3~+02-16-00,394.6833770376523,0.0
sarek-apr-3~+02-17-00,409.7159312532998,0.0
sarek-apr-3~+02-18-00,427.6978287307614,0.0
sarek-apr-3~+02-19-00,433.75207293584384,0.0
sarek-apr-3~+02-20-00,459.1476143758695,0.0
sarek-apr-3~+02-21-00,461.41088731605356,0.0
sarek-apr-3~+02-22-00,448.8503150088317,0.0
sarek-apr-3~+02-23-00,434.98238159579864,0.0
sarek-apr-3~+03-00-00,409.1045160103643,0.0
sarek-apr-3~+03-01-00,370.36657949091887,0.0
sarek-apr-3~+03-02-00,359.905750486633,0.0
sarek-apr-3~+03-03-00,362.97976952992497,0.0
sarek-apr-3~+03-04-00,411.03527056778313,0.0
sarek-apr-3~+03-05-00,476.33437768336574,0.0
sarek-apr-3~+03-06-00,586.8502534475651,0.0
sarek-apr-3~+03-07-00,651.7386093723876,0.0
sarek-apr-3~+03-08-00,695.5281833739693,0.0
sarek-apr-3~+03-09-00,658.7622002360292,0.0
sarek-apr-3~+03-10-00,595.7127636796345,0.0
sarek-apr-3~+03-11-00,500.00105186124557,0.0
sarek-apr-3~+03-12-00,437.03872412263263,0.0
sarek-apr-3~+03-13-00,391.1462423705714,0.0
sarek-apr-3~+03-14-00,388.5836451907637,0.0
sarek-apr-3~+03-15-00,389.61015840859585,0.0
sarek-apr-3~+03-16-00,403.3935485175716,0.0
sarek-apr-3~+03-17-00,415.74485204305097,0.0
sarek-apr-3~+03-18-00,422.83082225720693,0.0
sarek-apr-3~+03-19-00,417.7423885088878,0.0
sarek-apr-3~+03-20-00,413.92573137847967,0.0
sarek-apr-3~+03-21-00,417.88389522547936,0.0
sarek-apr-3~+03-22-00,358.87095887649974,0.0
sarek-apr-3~+03-23-00,309.0840801391936,0.0
sarek-apr-3~+04-00-00,278.41163620390296,0.0
