workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-apr-1,7564.276702513169,18299.0,0.0%:7564.276702513169:531.538|2.9%,0.0%:7564.276702513169:843.307|4.6%,0.0%:7564.276702513169:987.076|5.4%,0.0%:7564.276702513169:540.538|3.0%,0.0%:7564.276702513169:1236.845|6.8%
sarek-apr-2,7399.350441836841,17619.0,0.0%:7399.350441836841:509.824|2.9%,0.0%:7399.350441836841:802.236|4.6%,0.0%:7399.350441836841:866.236|4.9%,0.0%:7399.350441836841:523.824|3.0%,0.0%:7399.350441836841:1005.648|5.7%
sarek-apr-3,7631.794647605786,18878.0,0.0%:7631.794647605786:457.834|2.4%,0.0%:7631.794647605786:662.251|3.5%,0.0%:7631.794647605786:503.834|2.7%,0.0%:7631.794647605786:335.834|1.8%,0.0%:7631.794647605786:799.251|4.2%
