workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-feb-1,26222.393088202774,18299.0,0.0%:26222.393088202774:0.0|0.0%,0.0%:26222.393088202774:0.0|0.0%,2.0%:25706.76357657593:0.0|0.0%,2.5%:25564.925126555074:0.0|0.0%,8.0%:24118.485045540354:0.0|0.0%
sarek-feb-2,26422.225494210757,17619.0,0.0%:26422.225494210757:0.0|0.0%,0.0%:26422.225494210757:0.0|0.0%,1.9%:25926.48885340834:0.0|0.0%,2.6%:25728.335097469382:0.0|0.0%,8.0%:24311.497640587553:0.0|0.0%
sarek-feb-3,26205.722222534645,18878.0,0.0%:26205.722222534645:0.0|0.0%,0.0%:26205.722222534645:0.0|0.0%,2.1%:25663.812231691354:0.0|0.0%,2.6%:25525.378090589013:0.0|0.0%,8.0%:24097.206943959183:0.0|0.0%
