workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-jan-1,3383.5843867304216,10697.0,2.4%:3301.304162178403:0.0|0.0%:0|0,2.4%:3301.304162178403:0.0|0.0%:0|0,2.7%:3293.503995516515:1412.064|13.2%:18|1,4.4%:3236.243031341368:0.0|0.0%:15|1,6.7%:3156.559431337382:0.0|0.0%:0|0
rnaseq-jan-2,3424.7862898021103,11472.0,2.1%:3354.3031678459897:0.0|0.0%:0|0,2.1%:3354.3031678459897:0.0|0.0%:0|0,2.6%:3335.848826952441:1606.844|14.0%:17|1,4.4%:3275.6438538360944:0.0|0.0%:15|1,6.7%:3195.353645042994:0.0|0.0%:0|0
rnaseq-jan-3,3400.7246590597415,10863.0,2.1%:3330.6012584526507:0.0|0.0%:0|0,2.1%:3330.6012584526507:0.0|0.0%:0|0,2.6%:3312.132356021065:1624.336|15.0%:17|1,4.4%:3252.623973374435:0.0|0.0%:15|1,6.7%:3172.6192280609353:0.0|0.0%:0|0
