workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-nov-1,218.74221041909422,2003.0,3.7%:210.57885266773627:0.0|0.0%,3.7%:210.57885266773627:0.0|0.0%,5.6%:206.57410326615872:0.0|0.0%,5.6%:206.57410326615872:0.0|0.0%,5.6%:206.57410326615872:0.0|0.0%
montage-nov-2,206.0058084914762,1814.0,4.0%:197.8165627735727:0.0|0.0%,4.0%:197.8165627735727:0.0|0.0%,5.6%:194.47937308328903:0.0|0.0%,5.6%:194.47937308328903:0.0|0.0%,5.6%:194.47937308328903:0.0|0.0%
montage-nov-3,199.03276931731955,1884.0,4.0%:191.12071933295337:0.0|0.0%,4.0%:191.12071933295337:0.0|0.0%,5.6%:187.89648934323512:0.0|0.0%,5.6%:187.89648934323512:0.0|0.0%,5.6%:187.89648934323512:0.0|0.0%
