workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jun-1,5291.776192856974,18299.0,0.0%:5291.665946004301:2569.769|14.0%,0.4%:5272.705466680193:2207.769|12.1%,5.6%:4996.748149230503:0.0|0.0%,5.6%:4996.748149230503:0.0|0.0%,5.6%:4996.748149230503:0.0|0.0%
sarek-jun-2,5174.804045806237,17619.0,0.0%:5174.804045806237:0.0|0.0%,0.3%:5157.857066560584:1567.412|8.9%,5.6%:4886.609574824577:0.0|0.0%,5.6%:4886.609574824577:0.0|0.0%,5.6%:4886.609574824577:0.0|0.0%
sarek-jun-3,5341.619661503246,18878.0,0.0%:5340.916307034047:2375.417|12.6%,0.4%:5319.593205153238:2778.417|14.7%,5.6%:5044.4709713593365:0.0|0.0%,5.6%:5044.4709713593365:0.0|0.0%,5.6%:5044.4709713593365:0.0|0.0%
