workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-dec-1,19465.421584003998,45898.0,0.0%:19465.421584003998:472.286|1.0%:5|3,0.0%:19465.421584003998:537.524|1.2%:11|3,0.0%:19465.421584003998:1073.048|2.3%:23|4,2.8%:18922.92372418163:281.524|0.6%:48|2,5.5%:18396.190637903044:305.524|0.7%:95|4
mag-dec-2,19242.230732171705,44188.0,0.0%:19242.230732171705:160.497|0.4%:5|3,0.0%:19242.230732171705:516.994|1.2%:11|3,0.0%:19242.230732171705:567.491|1.3%:23|5,2.0%:18851.487941836145:160.497|0.4%:48|1,6.0%:18095.73053355048:1095.485|2.5%:95|6
mag-dec-3,19619.209042555893,46342.0,0.0%:19619.209042555893:684.631|1.5%:5|3,0.0%:19619.209042555893:866.631|1.9%:11|4,0.0%:19619.209042555893:423.754|0.9%:23|4,3.0%:19040.153421538205:550.754|1.2%:48|2,5.3%:18576.435262747436:26.877|0.1%:95|4
