workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-may-1,5020.592320306222,13607.0,0.0%:5020.592320306222:0.0|0.0%:0|0,0.0%:5020.592320306222:0.0|0.0%:0|0,3.0%:4869.075820515558:0.0|0.0%:0|0,3.9%:4823.64496529919:0.0|0.0%:0|0,4.5%:4794.499295640808:653.471|4.8%:46|1
chipseq-may-2,4962.132790924232,13099.0,0.0%:4962.132790924232:0.0|0.0%:0|0,0.0%:4962.132790924232:0.0|0.0%:0|0,3.0%:4814.175170823515:0.0|0.0%:0|0,3.9%:4767.204042629624:0.0|0.0%:0|0,4.5%:4737.64231410761:792.14|6.0%:46|1
chipseq-may-3,4993.764829539407,13266.0,0.0%:4993.764829539407:0.0|0.0%:0|0,0.0%:4993.764829539407:0.0|0.0%:0|0,3.0%:4844.182861924932:0.0|0.0%:0|0,3.9%:4797.701091983189:0.0|0.0%:0|0,4.5%:4768.231329154825:673.372|5.1%:46|1
