workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-dec-1,4972.053080917545,10697.0,0.0%:4972.053080917545:650.192|6.1%:5|3,0.0%:4972.053080917545:262.064|2.4%:11|2,0.0%:4972.053080917545:450.128|4.2%:23|4,0.0%:4972.053080917545:720.192|6.7%:6|4,0.0%:4972.053080917545:1.064|0.0%:20|2
rnaseq-dec-2,5033.137074745328,11472.0,0.0%:5033.137074745328:682.532|5.9%:5|3,0.0%:5033.137074745328:194.844|1.7%:11|1,0.0%:5033.137074745328:136.844|1.2%:23|2,0.0%:5033.137074745328:527.688|4.6%:4|2,0.0%:5033.137074745328:94.844|0.8%:20|3
rnaseq-dec-3,4997.348950079273,10863.0,0.0%:4997.348950079273:725.008|6.7%:5|3,0.0%:4997.348950079273:462.672|4.3%:11|2,0.0%:4997.348950079273:569.672|5.2%:23|3,0.0%:4997.348950079273:692.008|6.4%:5|3,0.0%:4997.348950079273:0.0|0.0%:20|2
