workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-sep-1,10583.739556667118,24817.0,0.0%:10582.14872291698:808.442|3.3%:5|3,0.0%:10581.924267907954:363.628|1.5%:11|2,0.0%:10581.90464627155:506.628|2.0%:23|2,0.0%:10581.89864893668:0.0|0.0%:47|1,0.1%:10570.038615684498:822.256|3.3%:48|4
rangeland-sep-2,10569.402910165963,24742.0,0.0%:10567.619583471052:566.15|2.3%:5|3,0.0%:10567.470950090126:452.1|1.8%:11|2,0.0%:10567.451868680018:143.05|0.6%:23|1,0.0%:10567.449137907915:0.05|0.0%:47|2,0.1%:10556.23486058253:1375.25|5.6%:47|5
rangeland-sep-3,10584.962728324068,24839.0,0.0%:10583.229837064839:737.999|3.0%:5|3,0.0%:10583.082469598656:415.666|1.7%:11|2,0.0%:10583.06556753653:221.333|0.9%:23|1,0.0%:10583.067953416885:0.333|0.0%:47|2,0.1%:10571.77920746685:871.665|3.5%:47|5
