workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-sep-1,7169.499283780671,13607.0,0.0%:7167.925765535457:622.413|4.6%:6|3,0.1%:7163.547544132048:211.471|1.6%:12|2,0.2%:7154.811439573198:787.413|5.8%:24|4,0.4%:7143.62242172444:0.0|0.0%:1|1,0.4%:7143.789839153524:1010.884|7.4%:32|4
chipseq-sep-2,7084.730041575297,13099.0,0.0%:7084.077231946996:585.28|4.5%:6|2,0.1%:7079.798188794344:182.28|1.4%:12|2,0.2%:7071.01860651202:572.28|4.4%:24|3,0.4%:7058.201692493922:0.0|0.0%:2|1,0.4%:7058.375059040173:625.42|4.8%:6|3
chipseq-sep-3,7130.346858171854,13266.0,0.0%:7129.333376831175:603.116|4.5%:6|3,0.1%:7125.03667045697:390.744|2.9%:12|2,0.2%:7116.274129594689:790.116|6.0%:24|4,0.4%:7103.993293362011:0.0|0.0%:1|1,0.4%:7104.168762411004:534.744|4.0%:6|2
