workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-nov-1,10556.575890271877,24817.0,0.0%:10556.575890271877:256.814|1.0%,0.0%:10556.575890271877:256.814|1.0%,0.0%:10556.575890271877:256.814|1.0%,0.0%:10556.575890271877:96.814|0.4%,2.0%:10349.230812517948:778.256|3.1%
rangeland-nov-2,10542.187492718502,24742.0,0.0%:10542.187492718502:227.05|0.9%,0.0%:10542.187492718502:227.05|0.9%,0.0%:10542.187492718502:227.05|0.9%,0.0%:10542.187492718502:0.05|0.0%,1.9%:10339.434128746916:525.2|2.1%
rangeland-nov-3,10557.731147637835,24839.0,0.0%:10557.731147637835:276.333|1.1%,0.0%:10557.731147637835:276.333|1.1%,0.0%:10557.731147637835:276.333|1.1%,0.0%:10557.731147637835:0.333|0.0%,1.9%:10353.023660769202:549.332|2.2%
