workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-jun-1,7163.547544132048,13607.0,0.1%:7159.12837247503:622.413|4.6%:6|3,0.1%:7154.811439573198:211.471|1.6%:12|2,0.2%:7147.753923474278:787.413|5.8%:24|4,0.4%:7137.8380995049:265.471|2.0%:2|1,0.4%:7137.8380995049:265.471|2.0%:2|1
chipseq-jun-2,7079.798188794344,13099.0,0.1%:7075.376151862098:585.28|4.5%:6|2,0.1%:7071.01860651202:182.28|1.4%:12|2,0.2%:7063.381347266641:572.28|4.4%:24|3,0.4%:7053.443206259219:579.28|4.4%:4|2,0.4%:7053.443206259219:468.28|3.6%:4|2
chipseq-jun-3,7125.03667045697,13266.0,0.1%:7120.613808408454:603.116|4.5%:6|3,0.1%:7116.274129594689:390.744|2.9%:12|2,0.2%:7108.797957791488:790.116|6.0%:24|4,0.4%:7098.858574696118:238.372|1.8%:3|1,0.4%:7098.858574696118:591.744|4.5%:3|2
