date,hour,day,month,weekday,ci
2024-01-01,00:00,01,01,Monday,279.48
2024-01-01,01:00,01,01,Monday,279.63
2024-01-01,02:00,01,01,Monday,279.32
2024-01-01,03:00,01,01,Monday,299.58
2024-01-01,04:00,01,01,Monday,306.81
2024-01-01,05:00,01,01,Monday,353.01
2024-01-01,06:00,01,01,Monday,400.5
2024-01-01,07:00,01,01,Monday,456.9
2024-01-01,08:00,01,01,Monday,546.56
2024-01-01,09:00,01,01,Monday,600.66
2024-01-01,10:00,01,01,Monday,618.99
2024-01-01,11:00,01,01,Monday,613.96
2024-01-01,12:00,01,01,Monday,604.58
2024-01-01,13:00,01,01,Monday,614.18
2024-01-01,14:00,01,01,Monday,636.94
2024-01-01,15:00,01,01,Monday,651.12
2024-01-01,16:00,01,01,Monday,654.6
2024-01-01,17:00,01,01,Monday,647.73
2024-01-01,18:00,01,01,Monday,659.03
2024-01-01,19:00,01,01,Monday,642.54
2024-01-01,20:00,01,01,Monday,576.49
2024-01-01,21:00,01,01,Monday,456.6
2024-01-01,22:00,01,01,Monday,348.31
2024-01-01,23:00,01,01,Monday,305.39
2024-01-02,00:00,02,01,Tuesday,283.46
2024-01-02,01:00,02,01,Tuesday,276.86
2024-01-02,02:00,02,01,Tuesday,300.87
2024-01-02,03:00,02,01,Tuesday,343.64
2024-01-02,04:00,02,01,Tuesday,371.58
2024-01-02,05:00,02,01,Tuesday,417.76
2024-01-02,06:00,02,01,Tuesday,464.11
2024-01-02,07:00,02,01,Tuesday,528.68
2024-01-02,08:00,02,01,Tuesday,576.81
2024-01-02,09:00,02,01,Tuesday,613.13
2024-01-02,10:00,02,01,Tuesday,639.63
2024-01-02,11:00,02,01,Tuesday,650.64
2024-01-02,12:00,02,01,Tuesday,645.28
2024-01-02,13:00,02,01,Tuesday,657.48
2024-01-02,14:00,02,01,Tuesday,671.29
2024-01-02,15:00,02,01,Tuesday,674.47
2024-01-02,16:00,02,01,Tuesday,678.52
2024-01-02,17:00,02,01,Tuesday,685.47
2024-01-02,18:00,02,01,Tuesday,685.93
2024-01-02,19:00,02,01,Tuesday,681.78
2024-01-02,20:00,02,01,Tuesday,526.96
2024-01-02,21:00,02,01,Tuesday,375.52
2024-01-02,22:00,02,01,Tuesday,320.83
2024-01-02,23:00,02,01,Tuesday,287.65
2024-01-03,00:00,03,01,Wednesday,266.75
2024-01-03,01:00,03,01,Wednesday,266.61
2024-01-03,02:00,03,01,Wednesday,264.22
2024-01-03,03:00,03,01,Wednesday,275.78
2024-01-03,04:00,03,01,Wednesday,359.05
2024-01-03,05:00,03,01,Wednesday,428.56
2024-01-03,06:00,03,01,Wednesday,484.07
2024-01-03,07:00,03,01,Wednesday,538.96
2024-01-03,08:00,03,01,Wednesday,607.21
2024-01-03,09:00,03,01,Wednesday,631.88
2024-01-03,10:00,03,01,Wednesday,647.17
2024-01-03,11:00,03,01,Wednesday,655.64
2024-01-03,12:00,03,01,Wednesday,657.47
2024-01-03,13:00,03,01,Wednesday,678.13
2024-01-03,14:00,03,01,Wednesday,685.86
2024-01-03,15:00,03,01,Wednesday,686.88
2024-01-03,16:00,03,01,Wednesday,684.75
2024-01-03,17:00,03,01,Wednesday,685.22
2024-01-03,18:00,03,01,Wednesday,690.35
2024-01-03,19:00,03,01,Wednesday,689.0
2024-01-03,20:00,03,01,Wednesday,591.09
2024-01-03,21:00,03,01,Wednesday,459.75
2024-01-03,22:00,03,01,Wednesday,424.18
2024-01-03,23:00,03,01,Wednesday,367.5
2024-01-04,00:00,04,01,Thursday,328.67
2024-01-04,01:00,04,01,Thursday,308.8
2024-01-04,02:00,04,01,Thursday,327.49
2024-01-04,03:00,04,01,Thursday,368.59
2024-01-04,04:00,04,01,Thursday,391.89
2024-01-04,05:00,04,01,Thursday,436.36
2024-01-04,06:00,04,01,Thursday,476.75
2024-01-04,07:00,04,01,Thursday,532.82
2024-01-04,08:00,04,01,Thursday,550.38
2024-01-04,09:00,04,01,Thursday,575.27
2024-01-04,10:00,04,01,Thursday,582.2
2024-01-04,11:00,04,01,Thursday,603.05
2024-01-04,12:00,04,01,Thursday,610.99
2024-01-04,13:00,04,01,Thursday,615.33
2024-01-04,14:00,04,01,Thursday,608.99
2024-01-04,15:00,04,01,Thursday,591.37
2024-01-04,16:00,04,01,Thursday,574.35
2024-01-04,17:00,04,01,Thursday,569.05
2024-01-04,18:00,04,01,Thursday,571.09
2024-01-04,19:00,04,01,Thursday,582.15
2024-01-04,20:00,04,01,Thursday,500.06
2024-01-04,21:00,04,01,Thursday,378.25
2024-01-04,22:00,04,01,Thursday,332.17
2024-01-04,23:00,04,01,Thursday,297.01
2024-01-05,00:00,05,01,Friday,279.84
2024-01-05,01:00,05,01,Friday,258.47
2024-01-05,02:00,05,01,Friday,267.18
2024-01-05,03:00,05,01,Friday,261.22
2024-01-05,04:00,05,01,Friday,294.54
2024-01-05,05:00,05,01,Friday,319.89
2024-01-05,06:00,05,01,Friday,346.14
2024-01-05,07:00,05,01,Friday,427.06
2024-01-05,08:00,05,01,Friday,545.44
2024-01-05,09:00,05,01,Friday,597.96
2024-01-05,10:00,05,01,Friday,604.34
2024-01-05,11:00,05,01,Friday,609.44
2024-01-05,12:00,05,01,Friday,598.59
2024-01-05,13:00,05,01,Friday,605.85
2024-01-05,14:00,05,01,Friday,598.37
2024-01-05,15:00,05,01,Friday,594.2
2024-01-05,16:00,05,01,Friday,590.67
2024-01-05,17:00,05,01,Friday,583.73
2024-01-05,18:00,05,01,Friday,584.66
2024-01-05,19:00,05,01,Friday,569.62
2024-01-05,20:00,05,01,Friday,425.72
2024-01-05,21:00,05,01,Friday,302.11
