trace,op_ems,emb_ems
mag-aug-3,2177.289496808338,170.30505238040828
mag-aug-3~+00-01-00,2344.3841908115423,170.30505238040828
mag-aug-3~+00-02-00,2405.8633055204027,170.30505238040828
mag-aug-3~+00-03-00,2361.0798933159726,170.30505238040828
mag-aug-3~+00-04-00,2315.5637704166134,170.30505238040828
mag-aug-3~+00-05-00,2312.915049868742,170.30505238040828
mag-aug-3~+00-06-00,2399.692764202031,170.30505238040828
mag-aug-3~+00-07-00,2543.939166869908,170.30505238040828
mag-aug-3~+00-08-00,2614.385850664005,170.30505238040828
mag-aug-3~+00-09-00,2604.9774406320535,170.30505238040828
mag-aug-3~+00-10-00,2530.8006856206234,170.30505238040828
mag-aug-3~+00-11-00,2429.4586997036286,170.30505238040828
mag-aug-3~+00-12-00,2304.9604636503345,170.30505238040828
mag-aug-3~+00-13-00,2102.1552536315908,170.30505238040828
mag-aug-3~+00-14-00,1856.9229566367592,170.30505238040828
mag-aug-3~+00-15-00,1653.866255006601,170.30505238040828
mag-aug-3~+00-16-00,1545.123354575712,170.30505238040828
mag-aug-3~+00-17-00,1493.933495169514,170.30505238040828
mag-aug-3~+00-18-00,1464.3720691345459,170.30505238040828
mag-aug-3~+00-19-00,1467.8559121692747,170.30505238040828
mag-aug-3~+00-20-00,1565.709556715131,170.30505238040828
mag-aug-3~+00-21-00,1771.1852343189917,170.30505238040828
mag-aug-3~+00-22-00,2023.6056149115375,170.30505238040828
mag-aug-3~+00-23-00,2296.7253381752284,170.30505238040828
mag-aug-3~+01-00-00,2550.385943205813,170.30505238040828
mag-aug-3~+01-01-00,2747.494355407346,170.30505238040828
mag-aug-3~+01-02-00,2875.6633062430988,170.30505238040828
mag-aug-3~+01-03-00,2943.4167733679064,170.30505238040828
mag-aug-3~+01-04-00,3023.5874536268693,170.30505238040828
mag-aug-3~+01-05-00,3108.0940425243666,170.30505238040828
mag-aug-3~+01-06-00,3188.2937780158254,170.30505238040828
mag-aug-3~+01-07-00,3283.662948402971,170.30505238040828
mag-aug-3~+01-08-00,3323.28902363814,170.30505238040828
mag-aug-3~+01-09-00,3327.472260285588,170.30505238040828
mag-aug-3~+01-10-00,3384.8389615096517,170.30505238040828
mag-aug-3~+01-11-00,3496.6856425478677,170.30505238040828
mag-aug-3~+01-12-00,3579.700313197213,170.30505238040828
mag-aug-3~+01-13-00,3535.021255442236,170.30505238040828
mag-aug-3~+01-14-00,3349.948245479197,170.30505238040828
mag-aug-3~+01-15-00,3161.6930813170065,170.30505238040828
mag-aug-3~+01-16-00,3076.889748220502,170.30505238040828
mag-aug-3~+01-17-00,3088.688434144418,170.30505238040828
mag-aug-3~+01-18-00,3161.15866009283,170.30505238040828
mag-aug-3~+01-19-00,3246.0833991232894,170.30505238040828
mag-aug-3~+01-20-00,3356.4635329955877,170.30505238040828
mag-aug-3~+01-21-00,3500.2321771477496,170.30505238040828
mag-aug-3~+01-22-00,3604.442409097955,170.30505238040828
mag-aug-3~+01-23-00,3688.8887744440053,170.30505238040828
mag-aug-3~+02-00-00,3784.691160492216,170.30505238040828
mag-aug-3~+02-01-00,3827.599942957221,170.30505238040828
mag-aug-3~+02-02-00,3790.352538275384,170.30505238040828
mag-aug-3~+02-03-00,3703.1739572043166,170.30505238040828
mag-aug-3~+02-04-00,3601.025078071719,170.30505238040828
mag-aug-3~+02-05-00,3487.9788705092487,170.30505238040828
mag-aug-3~+02-06-00,3390.2353446387665,170.30505238040828
mag-aug-3~+02-07-00,3340.154209114055,170.30505238040828
mag-aug-3~+02-08-00,3274.4941001922275,170.30505238040828
mag-aug-3~+02-09-00,3138.1664688056435,170.30505238040828
mag-aug-3~+02-10-00,2952.70235651807,170.30505238040828
mag-aug-3~+02-11-00,2724.7209445316516,170.30505238040828
mag-aug-3~+02-12-00,2439.199315374653,170.30505238040828
mag-aug-3~+02-13-00,2120.608137104098,170.30505238040828
mag-aug-3~+02-14-00,1837.0750416568887,170.30505238040828
mag-aug-3~+02-15-00,1633.7198195860121,170.30505238040828
mag-aug-3~+02-16-00,1467.7927088366916,170.30505238040828
mag-aug-3~+02-17-00,1334.790866134187,170.30505238040828
mag-aug-3~+02-18-00,1242.9432745160173,170.30505238040828
mag-aug-3~+02-19-00,1171.3106971399377,170.30505238040828
mag-aug-3~+02-20-00,1130.7924989968587,170.30505238040828
mag-aug-3~+02-21-00,1144.211498500151,170.30505238040828
mag-aug-3~+02-22-00,1205.0996916919555,170.30505238040828
mag-aug-3~+02-23-00,1274.89406432688,170.30505238040828
mag-aug-3~+03-00-00,1352.2912860922463,170.30505238040828
mag-aug-3~+03-01-00,1452.926773943891,170.30505238040828
mag-aug-3~+03-02-00,1573.3756548432998,170.30505238040828
mag-aug-3~+03-03-00,1670.4254231477619,170.30505238040828
mag-aug-3~+03-04-00,1708.8641971782922,170.30505238040828
mag-aug-3~+03-05-00,1736.696469220179,170.30505238040828
mag-aug-3~+03-06-00,1804.2571039149686,170.30505238040828
mag-aug-3~+03-07-00,1884.8361590292993,170.30505238040828
mag-aug-3~+03-08-00,1951.3409788328995,170.30505238040828
mag-aug-3~+03-09-00,2032.20434543751,170.30505238040828
mag-aug-3~+03-10-00,2139.2444280384843,170.30505238040828
mag-aug-3~+03-11-00,2235.528840061942,170.30505238040828
mag-aug-3~+03-12-00,2302.0272965290255,170.30505238040828
mag-aug-3~+03-13-00,2275.107392801673,170.30505238040828
mag-aug-3~+03-14-00,2104.4152209778754,170.30505238040828
mag-aug-3~+03-15-00,1895.21838175465,170.30505238040828
mag-aug-3~+03-16-00,1782.2070262133573,170.30505238040828
mag-aug-3~+03-17-00,1785.6611095689318,170.30505238040828
mag-aug-3~+03-18-00,1792.3569897014456,170.30505238040828
mag-aug-3~+03-19-00,1748.950753016229,170.30505238040828
mag-aug-3~+03-20-00,1761.176645617469,170.30505238040828
mag-aug-3~+03-21-00,1864.9391339327956,170.30505238040828
mag-aug-3~+03-22-00,2015.7072390927453,170.30505238040828
mag-aug-3~+03-23-00,2218.621910213382,170.30505238040828
mag-aug-3~+04-00-00,2468.8606159774304,170.30505238040828
