date,start,actual
2024-09-01,00:00,655.54
2024-09-01,01:00,656.35
2024-09-01,02:00,664.81
2024-09-01,03:00,667.17
2024-09-01,04:00,678.42
2024-09-01,05:00,671.83
2024-09-01,06:00,653.53
2024-09-01,07:00,638.57
2024-09-01,08:00,633.56
2024-09-01,09:00,645.08
2024-09-01,10:00,663.68
2024-09-01,11:00,661.53
2024-09-01,12:00,662.42
2024-09-01,13:00,665.98
2024-09-01,14:00,671.1
2024-09-01,15:00,699.97
2024-09-01,16:00,701.5
2024-09-01,17:00,703.97
2024-09-01,18:00,710.37
2024-09-01,19:00,719.66
2024-09-01,20:00,723.24
2024-09-01,21:00,717.17
2024-09-01,22:00,710.6
2024-09-01,23:00,709.81
2024-09-02,00:00,709.8
2024-09-02,01:00,706.73
2024-09-02,02:00,705.39
2024-09-02,03:00,700.27
2024-09-02,04:00,699.11
2024-09-02,05:00,681.61
2024-09-02,06:00,663.46
2024-09-02,07:00,658.68
2024-09-02,08:00,657.55
2024-09-02,09:00,658.22
2024-09-02,10:00,659.97
2024-09-02,11:00,659.13
2024-09-02,12:00,660.18
2024-09-02,13:00,667.85
2024-09-02,14:00,681.03
2024-09-02,15:00,698.51
2024-09-02,16:00,694.44
2024-09-02,17:00,692.18
2024-09-02,18:00,703.7
2024-09-02,19:00,713.12
2024-09-02,20:00,713.82
2024-09-02,21:00,702.41
2024-09-02,22:00,695.77
2024-09-02,23:00,699.24
2024-09-03,00:00,710.66
2024-09-03,01:00,702.9
2024-09-03,02:00,695.81
2024-09-03,03:00,701.9
2024-09-03,04:00,699.83
2024-09-03,05:00,673.96
2024-09-03,06:00,657.78
2024-09-03,07:00,642.07
2024-09-03,08:00,638.11
2024-09-03,09:00,631.37
2024-09-03,10:00,632.07
2024-09-03,11:00,640.77
2024-09-03,12:00,644.86
2024-09-03,13:00,657.68
2024-09-03,14:00,659.68
2024-09-03,15:00,684.66
2024-09-03,16:00,691.1
2024-09-03,17:00,689.87
2024-09-03,18:00,695.48
2024-09-03,19:00,698.15
2024-09-03,20:00,705.46
2024-09-03,21:00,705.2
2024-09-03,22:00,705.64
2024-09-03,23:00,700.62
2024-09-04,00:00,696.65
2024-09-04,01:00,693.07
2024-09-04,02:00,691.09
2024-09-04,03:00,690.58
2024-09-04,04:00,690.66
2024-09-04,05:00,672.02
2024-09-04,06:00,666.41
2024-09-04,07:00,656.13
2024-09-04,08:00,653.02
2024-09-04,09:00,645.74
2024-09-04,10:00,640.87
2024-09-04,11:00,634.78
2024-09-04,12:00,633.1
2024-09-04,13:00,629.16
2024-09-04,14:00,641.54
2024-09-04,15:00,663.67
2024-09-04,16:00,670.35
2024-09-04,17:00,676.05
2024-09-04,18:00,682.15
2024-09-04,19:00,682.26
2024-09-04,20:00,695.58
2024-09-04,21:00,700.12
2024-09-04,22:00,699.35
2024-09-04,23:00,703.0
2024-09-05,00:00,705.45
2024-09-05,01:00,705.45
2024-09-05,02:00,707.16
2024-09-05,03:00,706.04
2024-09-05,04:00,708.39
2024-09-05,05:00,688.37
2024-09-05,06:00,673.27
2024-09-05,07:00,661.35
2024-09-05,08:00,652.62
2024-09-05,09:00,650.12
2024-09-05,10:00,645.72
2024-09-05,11:00,641.98
2024-09-05,12:00,644.41
2024-09-05,13:00,645.97
2024-09-05,14:00,657.21
2024-09-05,15:00,677.48
2024-09-05,16:00,675.51
2024-09-05,17:00,679.65
2024-09-05,18:00,674.29
2024-09-05,19:00,675.29
2024-09-05,20:00,684.75
2024-09-05,21:00,691.9
2024-09-05,22:00,695.64
2024-09-05,23:00,695.35
2024-09-06,00:00,690.95
2024-09-06,01:00,689.75
2024-09-06,02:00,693.78
2024-09-06,03:00,692.6
2024-09-06,04:00,692.63
2024-09-06,05:00,673.49
2024-09-06,06:00,664.0
2024-09-06,07:00,651.68
2024-09-06,08:00,648.28
2024-09-06,09:00,647.05
2024-09-06,10:00,647.41
2024-09-06,11:00,645.44
2024-09-06,12:00,645.77
2024-09-06,13:00,647.55
2024-09-06,14:00,659.55
2024-09-06,15:00,673.0
2024-09-06,16:00,673.51
2024-09-06,17:00,668.8
2024-09-06,18:00,672.19
2024-09-06,19:00,680.66
2024-09-06,20:00,691.1
2024-09-06,21:00,692.06
2024-09-06,22:00,696.0
2024-09-06,23:00,698.61
2024-09-07,00:00,699.09
2024-09-07,01:00,703.35
2024-09-07,02:00,709.83
2024-09-07,03:00,708.15
2024-09-07,04:00,710.44
2024-09-07,05:00,694.79
2024-09-07,06:00,671.94
2024-09-07,07:00,663.64
2024-09-07,08:00,660.76
2024-09-07,09:00,660.14
2024-09-07,10:00,657.14
2024-09-07,11:00,650.37
2024-09-07,12:00,644.83
2024-09-07,13:00,644.71
2024-09-07,14:00,656.21
2024-09-07,15:00,671.64
2024-09-07,16:00,673.45
2024-09-07,17:00,682.61
2024-09-07,18:00,684.69
2024-09-07,19:00,684.12
2024-09-07,20:00,695.16
2024-09-07,21:00,693.63
2024-09-07,22:00,689.04
2024-09-07,23:00,682.54
2024-09-08,00:00,676.11
2024-09-08,01:00,674.7
2024-09-08,02:00,677.91
2024-09-08,03:00,674.02
2024-09-08,04:00,678.13
2024-09-08,05:00,669.09
2024-09-08,06:00,641.81
2024-09-08,07:00,623.55
2024-09-08,08:00,610.87
2024-09-08,09:00,603.63
2024-09-08,10:00,606.69
2024-09-08,11:00,608.39
2024-09-08,12:00,604.53
2024-09-08,13:00,601.5
2024-09-08,14:00,612.92
2024-09-08,15:00,642.94
2024-09-08,16:00,656.26
2024-09-08,17:00,652.91
2024-09-08,18:00,652.62
2024-09-08,19:00,662.61
2024-09-08,20:00,664.68
2024-09-08,21:00,657.79
2024-09-08,22:00,674.49
2024-09-08,23:00,680.56
2024-09-09,00:00,680.95
2024-09-09,01:00,675.76
