date,start,actual
2024-09-09,02:00,671.56
2024-09-09,03:00,674.49
2024-09-09,04:00,680.72
2024-09-09,05:00,658.9
2024-09-09,06:00,645.35
2024-09-09,07:00,631.77
2024-09-09,08:00,629.38
2024-09-09,09:00,624.65
2024-09-09,10:00,624.32
2024-09-09,11:00,627.34
2024-09-09,12:00,631.76
2024-09-09,13:00,636.14
2024-09-09,14:00,644.31
2024-09-09,15:00,644.62
2024-09-09,16:00,638.46
2024-09-09,17:00,639.01
2024-09-09,18:00,658.4
2024-09-09,19:00,667.47
2024-09-09,20:00,664.4
2024-09-09,21:00,655.42
2024-09-09,22:00,656.26
2024-09-09,23:00,653.68
2024-09-10,00:00,655.22
2024-09-10,01:00,659.11
2024-09-10,02:00,670.35
2024-09-10,03:00,668.32
2024-09-10,04:00,661.36
2024-09-10,05:00,655.09
2024-09-10,06:00,654.58
2024-09-10,07:00,648.7
2024-09-10,08:00,651.92
2024-09-10,09:00,656.1
2024-09-10,10:00,658.29
2024-09-10,11:00,657.2
2024-09-10,12:00,654.68
2024-09-10,13:00,650.63
2024-09-10,14:00,647.62
2024-09-10,15:00,657.43
2024-09-10,16:00,650.31
2024-09-10,17:00,649.02
2024-09-10,18:00,657.79
2024-09-10,19:00,666.31
2024-09-10,20:00,681.25
2024-09-10,21:00,686.81
2024-09-10,22:00,687.73
2024-09-10,23:00,688.42
2024-09-11,00:00,687.78
2024-09-11,01:00,689.88
2024-09-11,02:00,683.79
2024-09-11,03:00,675.7
2024-09-11,04:00,673.75
2024-09-11,05:00,655.8
2024-09-11,06:00,641.12
2024-09-11,07:00,625.6
2024-09-11,08:00,617.29
2024-09-11,09:00,607.05
2024-09-11,10:00,598.41
2024-09-11,11:00,597.11
2024-09-11,12:00,591.78
2024-09-11,13:00,598.43
2024-09-11,14:00,620.39
2024-09-11,15:00,645.75
2024-09-11,16:00,648.77
2024-09-11,17:00,654.89
2024-09-11,18:00,662.69
2024-09-11,19:00,673.56
2024-09-11,20:00,685.22
2024-09-11,21:00,695.1
2024-09-11,22:00,707.14
2024-09-11,23:00,709.62
2024-09-12,00:00,715.92
2024-09-12,01:00,726.53
2024-09-12,02:00,728.8
2024-09-12,03:00,707.9
2024-09-12,04:00,707.46
2024-09-12,05:00,690.01
2024-09-12,06:00,680.75
2024-09-12,07:00,666.27
2024-09-12,08:00,658.76
2024-09-12,09:00,650.23
2024-09-12,10:00,645.49
2024-09-12,11:00,639.68
2024-09-12,12:00,644.33
2024-09-12,13:00,645.85
2024-09-12,14:00,656.0
2024-09-12,15:00,675.83
2024-09-12,16:00,680.87
2024-09-12,17:00,682.14
2024-09-12,18:00,695.8
2024-09-12,19:00,711.83
2024-09-12,20:00,722.82
2024-09-12,21:00,728.43
2024-09-12,22:00,729.8
2024-09-12,23:00,732.33
2024-09-13,00:00,725.61
2024-09-13,01:00,724.77
2024-09-13,02:00,718.91
2024-09-13,03:00,695.39
2024-09-13,04:00,691.69
2024-09-13,05:00,675.98
2024-09-13,06:00,666.9
2024-09-13,07:00,663.56
2024-09-13,08:00,665.5
2024-09-13,09:00,667.55
2024-09-13,10:00,665.36
2024-09-13,11:00,665.08
2024-09-13,12:00,661.38
2024-09-13,13:00,660.98
2024-09-13,14:00,660.73
2024-09-13,15:00,673.34
2024-09-13,16:00,674.96
2024-09-13,17:00,671.05
2024-09-13,18:00,676.51
2024-09-13,19:00,700.93
2024-09-13,20:00,717.22
2024-09-13,21:00,720.71
2024-09-13,22:00,723.38
2024-09-13,23:00,727.14
2024-09-14,00:00,724.98
2024-09-14,01:00,732.11
2024-09-14,02:00,733.71
2024-09-14,03:00,729.17
2024-09-14,04:00,729.7
2024-09-14,05:00,719.5
2024-09-14,06:00,711.46
2024-09-14,07:00,704.01
2024-09-14,08:00,702.77
2024-09-14,09:00,703.54
2024-09-14,10:00,708.21
2024-09-14,11:00,708.15
2024-09-14,12:00,709.99
2024-09-14,13:00,708.8
2024-09-14,14:00,697.02
2024-09-14,15:00,696.07
2024-09-14,16:00,686.45
2024-09-14,17:00,683.78
2024-09-14,18:00,691.93
2024-09-14,19:00,699.96
2024-09-14,20:00,700.09
2024-09-14,21:00,704.43
2024-09-14,22:00,712.65
2024-09-14,23:00,722.6
