date,start,actual
2024-10-01,00:00,682.99
2024-10-01,01:00,685.69
2024-10-01,02:00,691.23
2024-10-01,03:00,690.05
2024-10-01,04:00,687.09
2024-10-01,05:00,655.24
2024-10-01,06:00,637.75
2024-10-01,07:00,628.79
2024-10-01,08:00,624.9
2024-10-01,09:00,627.1
2024-10-01,10:00,627.81
2024-10-01,11:00,628.43
2024-10-01,12:00,632.96
2024-10-01,13:00,642.1
2024-10-01,14:00,653.82
2024-10-01,15:00,671.19
2024-10-01,16:00,667.72
2024-10-01,17:00,665.79
2024-10-01,18:00,671.53
2024-10-01,19:00,677.36
2024-10-01,20:00,691.01
2024-10-01,21:00,684.91
2024-10-01,22:00,681.75
2024-10-01,23:00,677.1
2024-10-02,00:00,679.19
2024-10-02,01:00,683.49
2024-10-02,02:00,687.09
2024-10-02,03:00,688.28
2024-10-02,04:00,682.72
2024-10-02,05:00,656.4
2024-10-02,06:00,644.54
2024-10-02,07:00,635.21
2024-10-02,08:00,627.37
2024-10-02,09:00,628.41
2024-10-02,10:00,627.0
2024-10-02,11:00,623.3
2024-10-02,12:00,620.84
2024-10-02,13:00,625.29
2024-10-02,14:00,633.88
2024-10-02,15:00,649.73
2024-10-02,16:00,656.82
2024-10-02,17:00,648.27
2024-10-02,18:00,652.41
2024-10-02,19:00,651.45
2024-10-02,20:00,654.52
2024-10-02,21:00,654.6
2024-10-02,22:00,656.73
2024-10-02,23:00,655.2
2024-10-03,00:00,655.54
2024-10-03,01:00,659.28
2024-10-03,02:00,666.37
2024-10-03,03:00,669.87
2024-10-03,04:00,671.17
2024-10-03,05:00,648.94
2024-10-03,06:00,639.91
2024-10-03,07:00,631.58
2024-10-03,08:00,625.85
2024-10-03,09:00,627.3
2024-10-03,10:00,624.55
2024-10-03,11:00,622.21
2024-10-03,12:00,625.58
2024-10-03,13:00,635.28
2024-10-03,14:00,648.43
2024-10-03,15:00,655.99
2024-10-03,16:00,658.91
2024-10-03,17:00,656.67
2024-10-03,18:00,664.91
2024-10-03,19:00,670.41
2024-10-03,20:00,676.88
2024-10-03,21:00,672.72
2024-10-03,22:00,675.23
2024-10-03,23:00,672.1
2024-10-04,00:00,671.26
2024-10-04,01:00,671.1
2024-10-04,02:00,677.92
2024-10-04,03:00,679.54
2024-10-04,04:00,675.66
2024-10-04,05:00,655.3
2024-10-04,06:00,649.24
2024-10-04,07:00,645.32
2024-10-04,08:00,643.3
2024-10-04,09:00,649.11
2024-10-04,10:00,653.4
2024-10-04,11:00,652.78
2024-10-04,12:00,652.64
2024-10-04,13:00,660.31
2024-10-04,14:00,675.49
2024-10-04,15:00,689.56
2024-10-04,16:00,681.9
2024-10-04,17:00,683.93
2024-10-04,18:00,685.14
2024-10-04,19:00,691.78
2024-10-04,20:00,698.16
2024-10-04,21:00,695.57
2024-10-04,22:00,691.07
2024-10-04,23:00,686.15
2024-10-05,00:00,679.65
2024-10-05,01:00,681.6
2024-10-05,02:00,687.91
2024-10-05,03:00,689.0
2024-10-05,04:00,682.77
2024-10-05,05:00,653.67
2024-10-05,06:00,627.27
2024-10-05,07:00,612.29
2024-10-05,08:00,591.85
2024-10-05,09:00,594.87
2024-10-05,10:00,626.39
2024-10-05,11:00,636.0
2024-10-05,12:00,644.05
2024-10-05,13:00,654.94
2024-10-05,14:00,659.26
2024-10-05,15:00,680.3
2024-10-05,16:00,688.81
2024-10-05,17:00,688.94
2024-10-05,18:00,696.82
2024-10-05,19:00,701.45
2024-10-05,20:00,706.23
2024-10-05,21:00,701.66
2024-10-05,22:00,694.1
2024-10-05,23:00,686.09
2024-10-06,00:00,676.86
2024-10-06,01:00,671.53
2024-10-06,02:00,680.69
2024-10-06,03:00,680.09
2024-10-06,04:00,677.1
2024-10-06,05:00,657.0
2024-10-06,06:00,642.28
2024-10-06,07:00,629.94
2024-10-06,08:00,621.91
2024-10-06,09:00,616.46
2024-10-06,10:00,616.78
2024-10-06,11:00,619.48
2024-10-06,12:00,632.53
2024-10-06,13:00,645.9
2024-10-06,14:00,668.61
2024-10-06,15:00,679.09
2024-10-06,16:00,673.55
2024-10-06,17:00,678.4
2024-10-06,18:00,688.17
2024-10-06,19:00,705.47
2024-10-06,20:00,703.44
2024-10-06,21:00,703.49
2024-10-06,22:00,704.17
2024-10-06,23:00,701.7
2024-10-07,00:00,701.43
2024-10-07,01:00,703.85
2024-10-07,02:00,707.9
2024-10-07,03:00,705.35
2024-10-07,04:00,702.72
2024-10-07,05:00,684.66
2024-10-07,06:00,660.56
2024-10-07,07:00,636.47
2024-10-07,08:00,621.98
2024-10-07,09:00,620.53
2024-10-07,10:00,615.21
2024-10-07,11:00,613.48
2024-10-07,12:00,619.43
2024-10-07,13:00,622.79
2024-10-07,14:00,632.81
2024-10-07,15:00,633.39
2024-10-07,16:00,639.4
2024-10-07,17:00,633.74
2024-10-07,18:00,648.23
2024-10-07,19:00,648.74
2024-10-07,20:00,651.71
2024-10-07,21:00,650.96
2024-10-07,22:00,653.77
2024-10-07,23:00,653.59
2024-10-08,00:00,657.67
2024-10-08,01:00,665.33
2024-10-08,02:00,675.31
2024-10-08,03:00,680.81
2024-10-08,04:00,679.84
2024-10-08,05:00,660.86
2024-10-08,06:00,640.39
2024-10-08,07:00,629.88
2024-10-08,08:00,625.6
2024-10-08,09:00,621.06
2024-10-08,10:00,621.39
2024-10-08,11:00,622.76
2024-10-08,12:00,626.76
2024-10-08,13:00,630.05
2024-10-08,14:00,651.81
2024-10-08,15:00,663.82
2024-10-08,16:00,659.47
2024-10-08,17:00,662.98
2024-10-08,18:00,676.25
2024-10-08,19:00,682.56
2024-10-08,20:00,694.39
2024-10-08,21:00,695.79
2024-10-08,22:00,695.51
2024-10-08,23:00,689.42
2024-10-09,00:00,693.99
2024-10-09,01:00,698.82
2024-10-09,02:00,692.33
2024-10-09,03:00,686.4
2024-10-09,04:00,683.04
2024-10-09,05:00,667.31
2024-10-09,06:00,653.4
2024-10-09,07:00,642.49
2024-10-09,08:00,636.03
2024-10-09,09:00,644.06
2024-10-09,10:00,647.55
2024-10-09,11:00,645.23
2024-10-09,12:00,642.96
2024-10-09,13:00,644.53
2024-10-09,14:00,648.33
2024-10-09,15:00,654.3
2024-10-09,16:00,655.76
2024-10-09,17:00,672.36
2024-10-09,18:00,682.64
2024-10-09,19:00,683.42
2024-10-09,20:00,682.3
2024-10-09,21:00,676.08
2024-10-09,22:00,670.44
2024-10-09,23:00,666.54
2024-10-10,00:00,666.07
2024-10-10,01:00,664.43
2024-10-10,02:00,663.22
2024-10-10,03:00,665.55
2024-10-10,04:00,664.69
2024-10-10,05:00,643.55
2024-10-10,06:00,636.04
2024-10-10,07:00,608.29
2024-10-10,08:00,593.78
2024-10-10,09:00,587.92
2024-10-10,10:00,585.18
2024-10-10,11:00,589.07
2024-10-10,12:00,599.18
2024-10-10,13:00,611.89
2024-10-10,14:00,625.44
2024-10-10,15:00,633.93
2024-10-10,16:00,647.55
2024-10-10,17:00,656.86
2024-10-10,18:00,670.3
2024-10-10,19:00,676.58
2024-10-10,20:00,685.4
2024-10-10,21:00,682.85
2024-10-10,22:00,681.2
2024-10-10,23:00,683.87
2024-10-11,00:00,684.63
2024-10-11,01:00,685.96
2024-10-11,02:00,682.45
2024-10-11,03:00,673.71
2024-10-11,04:00,670.82
2024-10-11,05:00,656.82
2024-10-11,06:00,657.34
2024-10-11,07:00,647.65
2024-10-11,08:00,642.07
2024-10-11,09:00,634.83
2024-10-11,10:00,635.56
2024-10-11,11:00,633.4
2024-10-11,12:00,640.56
2024-10-11,13:00,647.07
2024-10-11,14:00,656.49
2024-10-11,15:00,666.91
2024-10-11,16:00,673.95
2024-10-11,17:00,669.35
2024-10-11,18:00,678.0
2024-10-11,19:00,685.06
2024-10-11,20:00,691.07
2024-10-11,21:00,692.09
2024-10-11,22:00,702.75
2024-10-11,23:00,711.05
2024-10-12,00:00,712.07
2024-10-12,01:00,713.6
2024-10-12,02:00,717.97
2024-10-12,03:00,714.23
2024-10-12,04:00,705.18
2024-10-12,05:00,678.16
2024-10-12,06:00,659.68
2024-10-12,07:00,650.86
2024-10-12,08:00,642.47
2024-10-12,09:00,632.36
2024-10-12,10:00,625.41
2024-10-12,11:00,619.57
2024-10-12,12:00,619.92
2024-10-12,13:00,624.65
2024-10-12,14:00,631.58
2024-10-12,15:00,639.25
2024-10-12,16:00,638.92
2024-10-12,17:00,637.59
2024-10-12,18:00,655.7
2024-10-12,19:00,660.74
2024-10-12,20:00,667.34
2024-10-12,21:00,665.83
2024-10-12,22:00,676.53
2024-10-12,23:00,687.26
2024-10-13,00:00,691.44
2024-10-13,01:00,693.58
2024-10-13,02:00,701.24
2024-10-13,03:00,701.52
2024-10-13,04:00,700.26
2024-10-13,05:00,678.16
2024-10-13,06:00,659.54
2024-10-13,07:00,648.65
2024-10-13,08:00,641.16
2024-10-13,09:00,639.33
2024-10-13,10:00,630.98
2024-10-13,11:00,620.42
2024-10-13,12:00,611.66
2024-10-13,13:00,617.13
2024-10-13,14:00,628.61
2024-10-13,15:00,642.26
2024-10-13,16:00,650.28
2024-10-13,17:00,644.88
2024-10-13,18:00,649.41
2024-10-13,19:00,652.88
2024-10-13,20:00,657.45
2024-10-13,21:00,652.46
2024-10-13,22:00,645.03
2024-10-13,23:00,638.8
2024-10-14,00:00,638.03
2024-10-14,01:00,636.8
2024-10-14,02:00,644.92
2024-10-14,03:00,654.27
2024-10-14,04:00,656.7
2024-10-14,05:00,625.77
2024-10-14,06:00,611.7
2024-10-14,07:00,598.57
2024-10-14,08:00,598.76
2024-10-14,09:00,603.32
2024-10-14,10:00,605.09
2024-10-14,11:00,604.81
2024-10-14,12:00,608.66
2024-10-14,13:00,615.0
2024-10-14,14:00,629.45
2024-10-14,15:00,630.32
2024-10-14,16:00,631.25
2024-10-14,17:00,634.17
2024-10-14,18:00,638.87
2024-10-14,19:00,641.52
2024-10-14,20:00,651.33
2024-10-14,21:00,650.84
2024-10-14,22:00,651.26
2024-10-14,23:00,655.92
2024-10-15,00:00,657.34
2024-10-15,01:00,657.59
2024-10-15,02:00,665.39
2024-10-15,03:00,669.15
2024-10-15,04:00,665.89
2024-10-15,05:00,641.23
2024-10-15,06:00,632.51
2024-10-15,07:00,615.74
2024-10-15,08:00,603.74
2024-10-15,09:00,592.89
2024-10-15,10:00,584.83
2024-10-15,11:00,599.19
2024-10-15,12:00,613.99
2024-10-15,13:00,624.41
2024-10-15,14:00,636.03
2024-10-15,15:00,639.83
2024-10-15,16:00,641.22
2024-10-15,17:00,642.58
2024-10-15,18:00,644.54
2024-10-15,19:00,643.82
2024-10-15,20:00,649.11
2024-10-15,21:00,652.14
2024-10-15,22:00,648.93
2024-10-15,23:00,653.64
2024-10-16,00:00,658.75
2024-10-16,01:00,661.31
2024-10-16,02:00,672.86
2024-10-16,03:00,675.08
2024-10-16,04:00,672.74
2024-10-16,05:00,658.89
2024-10-16,06:00,656.1
2024-10-16,07:00,646.13
2024-10-16,08:00,640.96
2024-10-16,09:00,637.86
2024-10-16,10:00,639.06
2024-10-16,11:00,637.59
2024-10-16,12:00,641.68
2024-10-16,13:00,645.01
2024-10-16,14:00,660.91
2024-10-16,15:00,670.39
2024-10-16,16:00,666.48
2024-10-16,17:00,667.33
2024-10-16,18:00,677.75
2024-10-16,19:00,688.08
2024-10-16,20:00,691.49
2024-10-16,21:00,685.92
2024-10-16,22:00,677.93
2024-10-16,23:00,677.3
2024-10-17,00:00,682.09
2024-10-17,01:00,688.68
2024-10-17,02:00,696.62
2024-10-17,03:00,690.51
2024-10-17,04:00,678.64
2024-10-17,05:00,649.74
2024-10-17,06:00,624.93
2024-10-17,07:00,608.25
2024-10-17,08:00,602.27
2024-10-17,09:00,601.73
2024-10-17,10:00,593.7
2024-10-17,11:00,593.09
2024-10-17,12:00,597.87
2024-10-17,13:00,606.65
2024-10-17,14:00,616.97
2024-10-17,15:00,630.67
2024-10-17,16:00,642.68
2024-10-17,17:00,644.05
2024-10-17,18:00,647.82
2024-10-17,19:00,650.55
2024-10-17,20:00,668.06
2024-10-17,21:00,672.39
2024-10-17,22:00,677.13
2024-10-17,23:00,680.9
2024-10-18,00:00,683.05
2024-10-18,01:00,680.71
2024-10-18,02:00,682.79
2024-10-18,03:00,688.54
2024-10-18,04:00,686.68
2024-10-18,05:00,655.16
2024-10-18,06:00,637.14
2024-10-18,07:00,629.11
2024-10-18,08:00,626.36
2024-10-18,09:00,626.31
2024-10-18,10:00,624.93
2024-10-18,11:00,623.56
2024-10-18,12:00,622.2
2024-10-18,13:00,627.37
2024-10-18,14:00,635.16
2024-10-18,15:00,651.28
2024-10-18,16:00,659.18
2024-10-18,17:00,660.61
2024-10-18,18:00,673.69
2024-10-18,19:00,678.67
2024-10-18,20:00,687.3
2024-10-18,21:00,690.87
2024-10-18,22:00,694.25
2024-10-18,23:00,699.26
2024-10-19,00:00,704.27
2024-10-19,01:00,706.65
2024-10-19,02:00,708.87
2024-10-19,03:00,707.17
2024-10-19,04:00,698.38
2024-10-19,05:00,668.16
2024-10-19,06:00,652.95
2024-10-19,07:00,640.96
2024-10-19,08:00,632.49
2024-10-19,09:00,625.03
2024-10-19,10:00,619.15
2024-10-19,11:00,614.08
2024-10-19,12:00,613.18
2024-10-19,13:00,608.16
2024-10-19,14:00,611.2
2024-10-19,15:00,629.28
2024-10-19,16:00,643.02
2024-10-19,17:00,646.25
2024-10-19,18:00,649.71
2024-10-19,19:00,658.02
2024-10-19,20:00,663.82
2024-10-19,21:00,660.27
2024-10-19,22:00,659.95
2024-10-19,23:00,660.16
