date,start,actual
2024-07-12,14:00,683.29
2024-07-12,15:00,698.4
2024-07-12,16:00,699.32
2024-07-12,17:00,704.36
2024-07-12,18:00,712.17
2024-07-12,19:00,715.62
2024-07-12,20:00,713.83
2024-07-12,21:00,710.37
2024-07-12,22:00,710.68
2024-07-12,23:00,707.3
2024-07-13,00:00,711.82
2024-07-13,01:00,721.79
2024-07-13,02:00,732.78
2024-07-13,03:00,734.31
2024-07-13,04:00,733.0
2024-07-13,05:00,727.9
2024-07-13,06:00,707.42
2024-07-13,07:00,692.3
2024-07-13,08:00,684.01
2024-07-13,09:00,677.29
2024-07-13,10:00,673.09
2024-07-13,11:00,668.89
2024-07-13,12:00,665.22
2024-07-13,13:00,668.22
2024-07-13,14:00,683.73
2024-07-13,15:00,704.32
2024-07-13,16:00,695.53
2024-07-13,17:00,702.07
2024-07-13,18:00,709.28
2024-07-13,19:00,707.89
2024-07-13,20:00,701.78
2024-07-13,21:00,687.92
2024-07-13,22:00,670.03
2024-07-13,23:00,666.34
