date,start,actual
2024-04-01,00:00,647.11
2024-04-01,01:00,668.43
2024-04-01,02:00,678.69
2024-04-01,03:00,693.45
2024-04-01,04:00,691.58
2024-04-01,05:00,667.16
2024-04-01,06:00,661.14
2024-04-01,07:00,653.54
2024-04-01,08:00,642.58
2024-04-01,09:00,628.57
2024-04-01,10:00,615.16
2024-04-01,11:00,618.88
2024-04-01,12:00,617.39
2024-04-01,13:00,621.96
2024-04-01,14:00,629.02
2024-04-01,15:00,652.81
2024-04-01,16:00,662.52
2024-04-01,17:00,669.09
2024-04-01,18:00,671.97
2024-04-01,19:00,681.57
2024-04-01,20:00,691.3
2024-04-01,21:00,696.57
2024-04-01,22:00,692.35
2024-04-01,23:00,689.65
2024-04-02,00:00,681.78
2024-04-02,01:00,674.32
2024-04-02,02:00,679.7
2024-04-02,03:00,682.96
2024-04-02,04:00,686.92
2024-04-02,05:00,666.98
2024-04-02,06:00,652.15
2024-04-02,07:00,633.17
2024-04-02,08:00,620.64
2024-04-02,09:00,616.09
2024-04-02,10:00,612.5
2024-04-02,11:00,610.5
2024-04-02,12:00,609.46
2024-04-02,13:00,618.08
2024-04-02,14:00,634.62
2024-04-02,15:00,651.39
2024-04-02,16:00,651.77
2024-04-02,17:00,660.84
2024-04-02,18:00,665.74
2024-04-02,19:00,664.42
2024-04-02,20:00,679.8
2024-04-02,21:00,674.64
2024-04-02,22:00,668.78
2024-04-02,23:00,669.05
2024-04-03,00:00,672.28
2024-04-03,01:00,677.19
2024-04-03,02:00,686.77
2024-04-03,03:00,695.72
2024-04-03,04:00,690.92
2024-04-03,05:00,676.5
2024-04-03,06:00,674.15
2024-04-03,07:00,673.02
2024-04-03,08:00,666.22
2024-04-03,09:00,663.99
2024-04-03,10:00,669.16
2024-04-03,11:00,673.93
2024-04-03,12:00,681.06
2024-04-03,13:00,687.34
2024-04-03,14:00,678.28
2024-04-03,15:00,671.68
2024-04-03,16:00,657.67
2024-04-03,17:00,648.23
2024-04-03,18:00,662.84
2024-04-03,19:00,663.76
2024-04-03,20:00,672.87
2024-04-03,21:00,683.46
2024-04-03,22:00,680.86
2024-04-03,23:00,678.79
2024-04-04,00:00,673.11
2024-04-04,01:00,668.81
2024-04-04,02:00,671.35
2024-04-04,03:00,677.79
2024-04-04,04:00,666.19
2024-04-04,05:00,656.67
2024-04-04,06:00,657.83
2024-04-04,07:00,640.54
2024-04-04,08:00,625.52
2024-04-04,09:00,621.21
2024-04-04,10:00,617.23
2024-04-04,11:00,618.84
2024-04-04,12:00,626.11
2024-04-04,13:00,637.72
2024-04-04,14:00,643.14
2024-04-04,15:00,658.48
2024-04-04,16:00,652.03
2024-04-04,17:00,657.38
2024-04-04,18:00,672.64
2024-04-04,19:00,668.35
2024-04-04,20:00,664.63
