date,start,actual
2024-04-04,21:00,664.39
2024-04-04,22:00,667.11
2024-04-04,23:00,662.81
2024-04-05,00:00,663.33
2024-04-05,01:00,666.16
2024-04-05,02:00,668.44
2024-04-05,03:00,680.53
2024-04-05,04:00,678.58
2024-04-05,05:00,658.03
2024-04-05,06:00,642.54
2024-04-05,07:00,634.69
2024-04-05,08:00,631.56
2024-04-05,09:00,636.39
2024-04-05,10:00,636.89
2024-04-05,11:00,638.02
2024-04-05,12:00,634.79
2024-04-05,13:00,635.23
2024-04-05,14:00,638.48
2024-04-05,15:00,652.06
2024-04-05,16:00,656.34
2024-04-05,17:00,648.36
2024-04-05,18:00,660.29
2024-04-05,19:00,659.95
2024-04-05,20:00,658.99
2024-04-05,21:00,654.12
2024-04-05,22:00,655.74
2024-04-05,23:00,655.31
2024-04-06,00:00,651.57
2024-04-06,01:00,651.13
2024-04-06,02:00,652.89
2024-04-06,03:00,656.83
2024-04-06,04:00,660.49
2024-04-06,05:00,644.66
2024-04-06,06:00,622.24
2024-04-06,07:00,603.34
2024-04-06,08:00,594.89
2024-04-06,09:00,601.68
2024-04-06,10:00,600.16
2024-04-06,11:00,595.81
2024-04-06,12:00,594.39
2024-04-06,13:00,592.43
2024-04-06,14:00,602.0
2024-04-06,15:00,615.25
2024-04-06,16:00,629.87
2024-04-06,17:00,621.08
2024-04-06,18:00,625.3
2024-04-06,19:00,626.14
2024-04-06,20:00,626.24
2024-04-06,21:00,621.42
2024-04-06,22:00,617.99
2024-04-06,23:00,615.46
2024-04-07,00:00,612.77
2024-04-07,01:00,611.16
2024-04-07,02:00,623.5
2024-04-07,03:00,620.49
2024-04-07,04:00,625.35
2024-04-07,05:00,619.67
2024-04-07,06:00,609.97
2024-04-07,07:00,608.79
2024-04-07,08:00,604.32
2024-04-07,09:00,609.21
2024-04-07,10:00,613.62
2024-04-07,11:00,614.17
2024-04-07,12:00,612.9
2024-04-07,13:00,612.9
2024-04-07,14:00,620.43
2024-04-07,15:00,637.35
2024-04-07,16:00,638.87
2024-04-07,17:00,639.3
2024-04-07,18:00,648.52
2024-04-07,19:00,646.21
2024-04-07,20:00,648.68
2024-04-07,21:00,650.98
2024-04-07,22:00,652.9
2024-04-07,23:00,657.61
2024-04-08,00:00,671.45
2024-04-08,01:00,681.03
2024-04-08,02:00,695.65
2024-04-08,03:00,704.13
2024-04-08,04:00,699.18
2024-04-08,05:00,682.64
2024-04-08,06:00,677.1
2024-04-08,07:00,670.31
2024-04-08,08:00,650.19
2024-04-08,09:00,647.43
2024-04-08,10:00,649.44
2024-04-08,11:00,645.4
2024-04-08,12:00,642.02
2024-04-08,13:00,641.61
2024-04-08,14:00,649.7
2024-04-08,15:00,648.63
2024-04-08,16:00,650.12
2024-04-08,17:00,645.14
2024-04-08,18:00,653.55
2024-04-08,19:00,646.93
2024-04-08,20:00,648.49
2024-04-08,21:00,661.82
2024-04-08,22:00,670.2
2024-04-08,23:00,680.47
2024-04-09,00:00,681.59
2024-04-09,01:00,677.99
2024-04-09,02:00,659.22
2024-04-09,03:00,655.48
2024-04-09,04:00,646.0
2024-04-09,05:00,631.63
2024-04-09,06:00,627.3
2024-04-09,07:00,620.14
2024-04-09,08:00,625.88
2024-04-09,09:00,626.91
2024-04-09,10:00,631.14
2024-04-09,11:00,637.16
2024-04-09,12:00,637.43
2024-04-09,13:00,636.86
2024-04-09,14:00,645.32
2024-04-09,15:00,647.67
2024-04-09,16:00,643.64
2024-04-09,17:00,643.62
2024-04-09,18:00,654.39
2024-04-09,19:00,652.98
2024-04-09,20:00,652.23
2024-04-09,21:00,660.72
2024-04-09,22:00,667.83
2024-04-09,23:00,665.53
2024-04-10,00:00,669.73
2024-04-10,01:00,672.55
2024-04-10,02:00,680.3
2024-04-10,03:00,686.35
2024-04-10,04:00,684.92
2024-04-10,05:00,667.85
2024-04-10,06:00,646.27
2024-04-10,07:00,624.23
2024-04-10,08:00,608.54
2024-04-10,09:00,608.87
2024-04-10,10:00,608.1
2024-04-10,11:00,610.97
2024-04-10,12:00,606.25
2024-04-10,13:00,608.21
2024-04-10,14:00,622.26
2024-04-10,15:00,648.06
2024-04-10,16:00,655.73
2024-04-10,17:00,652.92
2024-04-10,18:00,665.45
2024-04-10,19:00,657.75
2024-04-10,20:00,654.55
2024-04-10,21:00,644.28
2024-04-10,22:00,642.72
2024-04-10,23:00,650.2
2024-04-11,00:00,653.25
2024-04-11,01:00,653.38
2024-04-11,02:00,660.24
2024-04-11,03:00,666.6
2024-04-11,04:00,664.28
2024-04-11,05:00,642.51
2024-04-11,06:00,621.28
2024-04-11,07:00,599.65
2024-04-11,08:00,594.66
2024-04-11,09:00,602.39
2024-04-11,10:00,608.42
2024-04-11,11:00,612.08
2024-04-11,12:00,615.93
2024-04-11,13:00,623.82
2024-04-11,14:00,631.33
2024-04-11,15:00,649.83
2024-04-11,16:00,658.14
2024-04-11,17:00,649.3
2024-04-11,18:00,657.24
2024-04-11,19:00,653.0
2024-04-11,20:00,655.26
2024-04-11,21:00,648.56
2024-04-11,22:00,649.35
2024-04-11,23:00,651.47
2024-04-12,00:00,652.51
2024-04-12,01:00,657.71
2024-04-12,02:00,667.82
2024-04-12,03:00,674.76
2024-04-12,04:00,675.21
2024-04-12,05:00,658.01
2024-04-12,06:00,646.63
2024-04-12,07:00,633.58
2024-04-12,08:00,630.79
2024-04-12,09:00,635.75
2024-04-12,10:00,637.98
2024-04-12,11:00,639.02
2024-04-12,12:00,639.16
2024-04-12,13:00,644.81
2024-04-12,14:00,658.92
2024-04-12,15:00,672.93
2024-04-12,16:00,670.41
2024-04-12,17:00,673.0
2024-04-12,18:00,678.09
2024-04-12,19:00,684.46
2024-04-12,20:00,690.86
2024-04-12,21:00,687.59
2024-04-12,22:00,684.82
2024-04-12,23:00,684.82
2024-04-13,00:00,685.48
2024-04-13,01:00,686.59
2024-04-13,02:00,687.54
2024-04-13,03:00,687.97
2024-04-13,04:00,691.76
2024-04-13,05:00,676.48
2024-04-13,06:00,654.2
2024-04-13,07:00,644.21
2024-04-13,08:00,635.26
2024-04-13,09:00,637.69
2024-04-13,10:00,638.55
2024-04-13,11:00,638.77
2024-04-13,12:00,638.4
2024-04-13,13:00,640.99
2024-04-13,14:00,645.07
2024-04-13,15:00,657.93
2024-04-13,16:00,636.57
2024-04-13,17:00,643.6
2024-04-13,18:00,662.5
2024-04-13,19:00,661.79
2024-04-13,20:00,663.74
2024-04-13,21:00,661.65
2024-04-13,22:00,661.28
2024-04-13,23:00,662.9
