date,start,actual
2024-02-01,00:00,667.38
2024-02-01,01:00,669.84
2024-02-01,02:00,670.9
2024-02-01,03:00,670.92
2024-02-01,04:00,657.76
2024-02-01,05:00,649.18
2024-02-01,06:00,640.67
2024-02-01,07:00,635.68
2024-02-01,08:00,633.44
2024-02-01,09:00,635.96
2024-02-01,10:00,645.27
2024-02-01,11:00,648.3
2024-02-01,12:00,645.26
2024-02-01,13:00,642.22
2024-02-01,14:00,639.35
2024-02-01,15:00,635.62
2024-02-01,16:00,642.41
2024-02-01,17:00,641.78
2024-02-01,18:00,637.93
2024-02-01,19:00,651.09
2024-02-01,20:00,663.21
2024-02-01,21:00,673.47
2024-02-01,22:00,679.12
2024-02-01,23:00,685.04
2024-02-02,00:00,688.63
2024-02-02,01:00,692.36
2024-02-02,02:00,683.7
2024-02-02,03:00,674.14
2024-02-02,04:00,657.54
2024-02-02,05:00,650.16
2024-02-02,06:00,646.95
2024-02-02,07:00,647.07
2024-02-02,08:00,647.57
2024-02-02,09:00,646.08
2024-02-02,10:00,647.93
2024-02-02,11:00,649.91
2024-02-02,12:00,651.95
2024-02-02,13:00,648.26
2024-02-02,14:00,651.61
2024-02-02,15:00,645.72
2024-02-02,16:00,647.02
2024-02-02,17:00,656.75
2024-02-02,18:00,668.95
2024-02-02,19:00,681.16
2024-02-02,20:00,683.03
2024-02-02,21:00,689.34
2024-02-02,22:00,696.11
2024-02-02,23:00,696.44
2024-02-03,00:00,695.66
2024-02-03,01:00,698.21
2024-02-03,02:00,695.23
2024-02-03,03:00,690.6
2024-02-03,04:00,678.79
2024-02-03,05:00,671.14
2024-02-03,06:00,655.08
2024-02-03,07:00,646.99
2024-02-03,08:00,644.9
2024-02-03,09:00,646.69
2024-02-03,10:00,647.76
2024-02-03,11:00,653.49
2024-02-03,12:00,654.4
2024-02-03,13:00,646.85
2024-02-03,14:00,641.02
2024-02-03,15:00,644.25
2024-02-03,16:00,647.92
2024-02-03,17:00,650.78
2024-02-03,18:00,653.91
2024-02-03,19:00,675.33
2024-02-03,20:00,683.67
2024-02-03,21:00,683.24
2024-02-03,22:00,683.12
2024-02-03,23:00,685.7
2024-02-04,00:00,691.74
2024-02-04,01:00,694.88
2024-02-04,02:00,694.95
2024-02-04,03:00,695.63
2024-02-04,04:00,686.43
2024-02-04,05:00,670.08
2024-02-04,06:00,652.26
2024-02-04,07:00,648.79
2024-02-04,08:00,646.79
2024-02-04,09:00,645.02
2024-02-04,10:00,642.51
2024-02-04,11:00,646.49
2024-02-04,12:00,643.76
