date,start,actual
2024-01-10,17:00,618.25
2024-01-10,18:00,614.84
2024-01-10,19:00,618.19
2024-01-10,20:00,636.4
2024-01-10,21:00,635.66
2024-01-10,22:00,638.22
2024-01-10,23:00,644.4
2024-01-11,00:00,651.42
2024-01-11,01:00,655.39
2024-01-11,02:00,657.98
2024-01-11,03:00,655.47
2024-01-11,04:00,645.09
2024-01-11,05:00,632.87
2024-01-11,06:00,618.33
2024-01-11,07:00,609.14
2024-01-11,08:00,602.23
2024-01-11,09:00,601.0
2024-01-11,10:00,594.36
2024-01-11,11:00,584.78
2024-01-11,12:00,583.86
2024-01-11,13:00,584.4
2024-01-11,14:00,585.17
2024-01-11,15:00,593.24
2024-01-11,16:00,607.02
2024-01-11,17:00,620.0
2024-01-11,18:00,622.09
2024-01-11,19:00,628.56
2024-01-11,20:00,646.35
2024-01-11,21:00,660.47
2024-01-11,22:00,667.54
2024-01-11,23:00,670.1
2024-01-12,00:00,673.65
2024-01-12,01:00,676.89
2024-01-12,02:00,677.24
2024-01-12,03:00,669.38
2024-01-12,04:00,657.42
2024-01-12,05:00,638.45
2024-01-12,06:00,623.42
2024-01-12,07:00,614.7
2024-01-12,08:00,609.23
2024-01-12,09:00,603.39
2024-01-12,10:00,600.03
2024-01-12,11:00,597.27
2024-01-12,12:00,596.57
2024-01-12,13:00,596.06
2024-01-12,14:00,604.91
2024-01-12,15:00,605.87
2024-01-12,16:00,609.77
2024-01-12,17:00,618.92
2024-01-12,18:00,623.55
2024-01-12,19:00,632.68
2024-01-12,20:00,645.78
2024-01-12,21:00,652.85
2024-01-12,22:00,660.56
2024-01-12,23:00,669.08
2024-01-13,00:00,670.52
2024-01-13,01:00,673.89
2024-01-13,02:00,674.81
2024-01-13,03:00,673.89
2024-01-13,04:00,668.13
2024-01-13,05:00,653.02
2024-01-13,06:00,632.27
2024-01-13,07:00,622.01
2024-01-13,08:00,613.33
2024-01-13,09:00,609.9
2024-01-13,10:00,598.2
2024-01-13,11:00,600.43
2024-01-13,12:00,599.35
2024-01-13,13:00,592.69
2024-01-13,14:00,592.64
2024-01-13,15:00,597.28
2024-01-13,16:00,616.92
2024-01-13,17:00,627.51
2024-01-13,18:00,635.28
2024-01-13,19:00,639.54
2024-01-13,20:00,650.22
2024-01-13,21:00,660.99
2024-01-13,22:00,664.14
2024-01-13,23:00,671.5
