date,start,actual
2024-05-01,00:00,692.95
2024-05-01,01:00,693.46
2024-05-01,02:00,695.33
2024-05-01,03:00,698.17
2024-05-01,04:00,700.24
2024-05-01,05:00,696.04
2024-05-01,06:00,679.7
2024-05-01,07:00,672.55
2024-05-01,08:00,677.08
2024-05-01,09:00,673.2
2024-05-01,10:00,671.52
2024-05-01,11:00,678.88
2024-05-01,12:00,677.14
2024-05-01,13:00,676.12
2024-05-01,14:00,671.53
2024-05-01,15:00,692.08
2024-05-01,16:00,689.49
2024-05-01,17:00,690.77
2024-05-01,18:00,697.4
2024-05-01,19:00,696.94
2024-05-01,20:00,697.19
2024-05-01,21:00,695.87
2024-05-01,22:00,699.02
2024-05-01,23:00,694.56
2024-05-02,00:00,691.55
2024-05-02,01:00,691.1
2024-05-02,02:00,693.22
2024-05-02,03:00,701.82
2024-05-02,04:00,700.34
2024-05-02,05:00,677.75
2024-05-02,06:00,662.08
2024-05-02,07:00,657.03
2024-05-02,08:00,654.48
2024-05-02,09:00,648.86
2024-05-02,10:00,646.36
2024-05-02,11:00,643.27
2024-05-02,12:00,644.44
2024-05-02,13:00,655.14
2024-05-02,14:00,677.18
2024-05-02,15:00,700.09
2024-05-02,16:00,697.34
2024-05-02,17:00,710.14
2024-05-02,18:00,713.49
2024-05-02,19:00,708.27
2024-05-02,20:00,702.73
2024-05-02,21:00,692.38
2024-05-02,22:00,685.12
2024-05-02,23:00,678.62
2024-05-03,00:00,675.18
2024-05-03,01:00,676.38
2024-05-03,02:00,672.65
2024-05-03,03:00,675.94
2024-05-03,04:00,671.66
2024-05-03,05:00,653.42
2024-05-03,06:00,638.06
2024-05-03,07:00,629.33
2024-05-03,08:00,624.97
2024-05-03,09:00,622.07
2024-05-03,10:00,622.54
2024-05-03,11:00,624.99
2024-05-03,12:00,628.55
2024-05-03,13:00,632.91
2024-05-03,14:00,648.1
2024-05-03,15:00,663.62
2024-05-03,16:00,664.0
2024-05-03,17:00,677.37
2024-05-03,18:00,687.2
2024-05-03,19:00,685.93
2024-05-03,20:00,678.71
2024-05-03,21:00,667.66
2024-05-03,22:00,653.12
2024-05-03,23:00,652.01
2024-05-04,00:00,643.32
2024-05-04,01:00,646.7
2024-05-04,02:00,649.1
2024-05-04,03:00,654.78
2024-05-04,04:00,653.47
2024-05-04,05:00,644.05
2024-05-04,06:00,631.83
2024-05-04,07:00,618.17
2024-05-04,08:00,599.24
2024-05-04,09:00,589.32
2024-05-04,10:00,591.91
2024-05-04,11:00,590.2
2024-05-04,12:00,607.88
2024-05-04,13:00,612.41
2024-05-04,14:00,614.43
2024-05-04,15:00,634.94
2024-05-04,16:00,643.8
2024-05-04,17:00,653.79
2024-05-04,18:00,656.2
2024-05-04,19:00,666.86
2024-05-04,20:00,682.71
2024-05-04,21:00,689.14
2024-05-04,22:00,693.41
2024-05-04,23:00,697.04
2024-05-05,00:00,699.65
2024-05-05,01:00,702.81
2024-05-05,02:00,699.81
2024-05-05,03:00,696.79
2024-05-05,04:00,693.91
2024-05-05,05:00,685.44
2024-05-05,06:00,660.95
2024-05-05,07:00,649.13
2024-05-05,08:00,637.75
2024-05-05,09:00,627.34
2024-05-05,10:00,629.76
2024-05-05,11:00,644.46
2024-05-05,12:00,640.7
2024-05-05,13:00,644.18
2024-05-05,14:00,649.97
2024-05-05,15:00,671.99
2024-05-05,16:00,672.96
2024-05-05,17:00,680.75
2024-05-05,18:00,686.1
2024-05-05,19:00,672.58
2024-05-05,20:00,660.62
2024-05-05,21:00,655.05
2024-05-05,22:00,646.86
2024-05-05,23:00,644.37
2024-05-06,00:00,660.02
2024-05-06,01:00,665.05
2024-05-06,02:00,668.99
2024-05-06,03:00,666.89
2024-05-06,04:00,665.59
2024-05-06,05:00,655.82
2024-05-06,06:00,636.52
2024-05-06,07:00,633.72
2024-05-06,08:00,631.98
2024-05-06,09:00,630.53
2024-05-06,10:00,621.03
2024-05-06,11:00,613.57
2024-05-06,12:00,620.84
2024-05-06,13:00,632.03
2024-05-06,14:00,645.98
2024-05-06,15:00,668.64
2024-05-06,16:00,659.45
2024-05-06,17:00,660.52
2024-05-06,18:00,678.27
2024-05-06,19:00,679.41
2024-05-06,20:00,681.91
2024-05-06,21:00,673.26
2024-05-06,22:00,667.2
2024-05-06,23:00,659.83
