task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
14,cpu10,7b/a5b87a,nf-7ba5b87a75b153b5a5f1ad885df0a75e,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS,[human_g1k_v37_decoy.fasta],NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([human_g1k_v37_decoy.fasta]),COMPLETED,0,-,quay.io/biocontainers/gawk:5.1.0,1,14400000,-,1073741824,1,1700873875136,1700873879000,1700873884098.7058,7864,0,-,2.3,0.0,2899968,11567104,2899968,11571200,52883,2602,146,17,69632,12288,1,3,/input/data/work/7b/a5b87a75b153b5a5f1ad885df0a75e,True,-
10,cpu02,30/4067fe,nf-304067fe63c11f856d41044bde916040,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES,G1000_alleles_hg19.zip,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES (G1000_alleles_hg19.zip),COMPLETED,0,-,quay.io/biocontainers/p7zip:15.09--h2d50403_4,1,14400000,-,1073741824,1,1700873874909,1700873882000,1700873892567.3115,24091,4000,-,7.9,0.0,9809920,42303488,9809920,42311680,11010043,33652571,506,1058,0,33701888,16,47,/input/data/work/30/4067fe63c11f856d41044bde916040,True,-
8,cpu03,66/1acace,nf-661acace2dda424f96979e9f08ca37f4,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI,G1000_loci_hg19.zip,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI (G1000_loci_hg19.zip),COMPLETED,0,-,quay.io/biocontainers/p7zip:15.09--h2d50403_4,1,14400000,-,1073741824,1,1700873876142,1700873883000,1700873907840.3728,25858,1000,-,35.9,0.0,2977792,11567104,2977792,11571200,9300835,37200252,491,1168,2531328,37253120,1,2,/input/data/work/66/1acace2dda424f96979e9f08ca37f4,True,-
9,cpu06,be/6fb0ef,nf-be6fb0ef8478de4fb8fcc0ae4313b85a,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC,GC_G1000_hg19.zip,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC (GC_G1000_hg19.zip),COMPLETED,0,-,quay.io/biocontainers/p7zip:15.09--h2d50403_4,1,14400000,-,1073741824,1,1700873875791,1700873880000,1700873892814.702,29209,8000,-,40.2,0.0,9691136,42303488,9691136,42311680,113274926,388442026,1077,11875,0,388448256,33,731,/input/data/work/be/6fb0ef8478de4fb8fcc0ae4313b85a,True,-
7,cpu10,85/85b3b0,nf-8585b3b087d8f396f39ee91f0c5afac7,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT,RT_G1000_hg19.zip,NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT (RT_G1000_hg19.zip),COMPLETED,0,-,quay.io/biocontainers/p7zip:15.09--h2d50403_4,1,14400000,-,1073741824,1,1700873875894,1700873880000,1700873912430.6887,36106,16000,-,20.3,0.0,9990144,42303488,9990144,42311680,114384887,435495666,1085,13311,2531328,435499008,50,604,/input/data/work/85/85b3b087d8f396f39ee91f0c5afac7,True,-
89,cpu07,07/cde578,nf-07cde57835bce92ecffed0e28989bc52,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED,human_g1k_v37_decoy.fasta.bed,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED (human_g1k_v37_decoy.fasta.bed),COMPLETED,0,-,quay.io/biocontainers/gawk:5.1.0,1,14400000,-,1073741824,1,1700873892859,1700873894000,1700873909713.1194,14141,3000,-,0.6,0.0,2887680,11567104,2887680,11571200,51979,2597,146,58,0,180224,2,4,/input/data/work/07/cde57835bce92ecffed0e28989bc52,True,-
90,cpu10,e3/2fd9e3,nf-e32fd9e3a865c343cff62809f5e368a8,NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET,intervals,NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET (intervals),COMPLETED,0,-,quay.io/biocontainers/cnvkit:0.9.9--pyhdfd78af_0,2,14400000,-,1073741824,1,1700873892807,1700873894000,1700873906156.6057,23193,6000,-,100.5,0.1,134995968,4630618112,134995968,4751409152,53570409,119125,7679,34,128606208,147456,2676,401,/input/data/work/e3/2fd9e3a865c343cff62809f5e368a8,True,-
109,cpu07,19/6ec565,nf-196ec5655cfcf01ec9107d6a0cfb21b3,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,17_1-81195210,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_1-81195210),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005324,1700874006000,1700874011986.271,5676,0,-,30.8,0.0,3207168,5632000,3207168,5636096,87926,3297,212,47,0,16384,2,2,/input/data/work/19/6ec5655cfcf01ec9107d6a0cfb21b3,True,-
119,cpu10,49/5b7fee,nf-495b7feebb46caf94f08b1d0aa1d6a95,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,GL000194.1_1-191469,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000194.1_1-191469),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005366,1700874007000,1700874007725.7812,2634,0,-,14.1,0.0,3178496,5632000,3178496,5636096,87939,3252,212,47,0,16384,2,3,/input/data/work/49/5b7feebb46caf94f08b1d0aa1d6a95,True,-
100,cpu06,2b/9566f7,nf-2b9566f73d1e1e78bfa946f4a937cf0b,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,8_1-146364022,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (8_1-146364022),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005490,1700874006000,1700874014919.686,6510,0,-,21.1,0.0,3198976,5632000,3198976,5636096,87791,3364,212,47,0,16384,2,3,/input/data/work/2b/9566f73d1e1e78bfa946f4a937cf0b,True,-
113,cpu02,4b/064704,nf-4b0647047ee6fdf0c86f332d8c06c2bb,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,19_1-59128983,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_1-59128983),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005520,1700874007000,1700874008232.5574,2480,0,-,70.6,0.0,3227648,5632000,3227648,5636096,87920,3284,212,47,0,16384,4,4,/input/data/work/4b/0647047ee6fdf0c86f332d8c06c2bb,True,-
121,cpu01,1c/3d325f,nf-1c3d325ff22a074142df717742cf3413,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,GL000200.1_1-187035,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000200.1_1-187035),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005542,1700874006000,1700874013247.7227,6458,0,-,80.0,0.0,3203072,5632000,3203072,5636096,87623,3250,212,47,0,16384,1,1,/input/data/work/1c/3d325ff22a074142df717742cf3413,True,-
94,cpu01,a5/87c9df,nf-a587c9df5d086a1521de706abb575190,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,3_1-198022430,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (3_1-198022430),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874005898,1700874007000,1700874011242.2366,6102,0,-,21.1,0.0,4583424,171335680,4583424,238448640,87586,3388,211,47,0,16384,4,3,/input/data/work/a5/87c9df5d086a1521de706abb575190,True,-
105,cpu08,3d/f69f70,nf-3df69f70d950897d1142430f1de81707,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,13_1-115169878,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (13_1-115169878),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006019,1700874009000,1700874013996.4343,8981,1000,-,2.5,0.0,4583424,36196352,4583424,36200448,87821,3308,215,47,0,16384,6,6,/input/data/work/3d/f69f70d950897d1142430f1de81707,True,-
107,cpu09,a0/25e53b,nf-a025e53b5666a54ae4d091696e3ce8a3,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,15_1-102531392,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (15_1-102531392),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006281,1700874008000,1700874009941.9685,4719,0,-,50.8,0.0,3207168,5632000,3207168,5636096,87826,3305,214,47,0,16384,4,4,/input/data/work/a0/25e53b5666a54ae4d091696e3ce8a3,True,-
97,cpu10,68/8d5b23,nf-688d5b234f436dcdf44903b7c4e4cd35,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,6_1-171115067,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (6_1-171115067),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006337,1700874008000,1700874009352.192,2663,0,-,82.8,0.0,3260416,5632000,3260416,5636096,87903,3379,213,47,0,16384,4,2,/input/data/work/68/8d5b234f436dcdf44903b7c4e4cd35,True,-
116,cpu01,38/763649,nf-38763649a669356848921e54ca158736,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,hs37d5_1-35477943,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (hs37d5_1-35477943),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006466,1700874009000,1700874011494.8057,5534,0,-,89.7,0.0,3158016,5632000,3158016,5636096,87612,3285,211,47,0,16384,1,1,/input/data/work/38/763649a669356848921e54ca158736,True,-
106,cpu02,0c/4e5ce7,nf-0c4e5ce70c7e775b0e1879ae36e2a090,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,14_1-107349540,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (14_1-107349540),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006555,1700874008000,1700874015811.5232,9445,0,-,45.4,0.0,3239936,5632000,3239936,5636096,87927,3309,212,47,0,16384,4,3,/input/data/work/0c/4e5ce70c7e775b0e1879ae36e2a090,True,-
108,cpu10,39/3c6b89,nf-393c6b89e25eed9552951406d39d8b49,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,16_1-90354753,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1-90354753),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006660,1700874009000,1700874009001.108,2340,0,-,18.6,0.0,3182592,5632000,3182592,5636096,87903,3299,213,47,0,16384,2,3,/input/data/work/39/3c6b89e25eed9552951406d39d8b49,True,-
101,cpu08,51/4b17d8,nf-514b17d89c7a0a3a3dfaca1a0e6bc888,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,9_1-141213431,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_1-141213431),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006705,1700874015000,1700874019907.5588,15295,3000,-,1.0,0.0,3289088,5632000,3289088,5636096,87814,3361,211,47,0,16384,3,2,/input/data/work/51/4b17d89c7a0a3a3dfaca1a0e6bc888,True,-
124,cpu07,58/0ee21e,nf-580ee21e9f4290cb2ed9c81005b65a15,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,GL000195.1_1-182896,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000195.1_1-182896),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006774,1700874011000,1700874026304.3643,19226,0,-,93.4,0.0,3330048,5632000,3330048,5636096,87962,3253,213,47,0,16384,4,3,/input/data/work/58/0ee21e9f4290cb2ed9c81005b65a15,True,-
123,cpu10,59/029907,nf-59029907dce491cd34c349f3de3b0534,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,GL000212.1_1-186858,NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000212.1_1-186858),COMPLETED,0,-,quay.io/biocontainers/tabix:1.11--hdfd78af_0,2,14400000,-,1073741824,1,1700874006864,1700874015000,1700874023734.8499,16136,6000,-,0.5,0.0,4595712,36196352,4595712,36200448,87937,3250,215,47,0,16384,7,4,/input/data/work/59/029907dce491cd34c349f3de3b0534,True,-
