test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,16,0,4.80,0.84,37.60
CPUStress,16,10,16.97,0.87,42.30
CPUStress,16,20,31.42,0.75,47.70
CPUStress,16,30,37.77,0.66,48.60
CPUStress,16,40,26.86,0.67,45.60
CPUStress,16,50,29.51,0.73,45.20
CPUStress,16,60,33.67,0.73,47.70
CPUStress,16,70,37.28,0.75,50.00
CPUStress,16,80,35.53,0.75,49.50
CPUStress,16,90,35.38,0.70,50.20
CPUStress,16,100,34.96,0.69,50.20
ipsec,16,100,34.88,0.66,50.60
VMStress,16,100,35.02,2.89,49.60
maximize,16,100,34.85,1.70,51.60
