test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,16,0,2.25,0.65,43.10
CPUStress,16,10,13.76,0.66,46.40
CPUStress,16,20,25.93,0.66,49.50
CPUStress,16,30,40.08,0.69,55.70
CPUStress,16,40,30.76,0.68,53.20
CPUStress,16,50,28.67,0.73,51.30
CPUStress,16,60,33.09,0.74,53.10
CPUStress,16,70,39.75,0.78,53.10
CPUStress,16,80,35.51,0.84,52.40
CPUStress,16,90,35.68,0.88,53.80
CPUStress,16,100,34.88,0.90,53.80
ipsec,16,100,34.92,0.71,54.00
VMStress,16,100,35.00,2.89,53.10
maximize,16,100,34.86,1.74,54.60
